id,clean_text,sentimen
144,ikn ikn maju bangsa indonesia indah,positif
294,ikn jadi indonesia indonesia maju,positif
589,serius kah pasti program makan gizi gratis laksana ikn kebut baik baik jalan jabat lintas baik sekolah butuh,positif
296,ikn jadi indonesia indonesia maju,positif
140,ikn dukung nusantara,positif
3,ikn kota simbol identitas nasional cermin cermin semangat satu maju indonesia,positif
348,ikn negara sungguh sungguh hebat,positif
619,kalo infrastruktur komunikasi ngapain koar koar seh ikn bagus komunikasi lewat munafik sadar ama mampu rakyat beli istana saat warga hidup mulia munafik,positif
275,dukung tugas analisis analisis ikn senang hati moga,positif
296,ikn jadi jadi indonesia maju,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat birokrasi belik tukang tukang sunat dana sekolah sunat gubernur bupati camat,positif
454,dukung makzul konstitusional bikin tabu poin fokus sisa sisa bagus stop ikn cabut masalah negara kuasa tambang,positif
206,bangun ikn rakyat barang bahan hasil jujur jujur bayar kawasan ikn berkah maki doa buruk dapat ikn orang orang bayar malu sedih,positif
481,ikn nusantara cerdas kota simbol transformasi indonesia negara maju kota rancang ramah lingkung pindah lanjut wujud nyata indonesia,positif
317,ikn rancang rancang kota hijau pintar ramah lingkung modern lanjut generasi,positif
316,transformasi simbol ikn bangsa indonesia maju kota bangun semangat gotong royong,positif
552,kalo maju ikn ikn ape maju per kate,positif
431,maju ikn nusantara bangun indonesia,positif
602,modern kota ikn,positif
317,ikn rancang pintar hijau kota ramah lingkung modern lanjut generasi,positif
333,ikn raya pas musim buah ada bazar buah buah ikn negara negara subur bagus,positif
262,anggar kota nusantara ikn triliun bangun baik sekolah sekolah butuh biaya miliar sekolah bangun baik sekolah,positif
295,ikn jadi indonesia indonesia maju,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat birokrasi belik tukang sunat dana gubernur sunat sekolah bupati camat,positif
647,sumber hancur indonesia janji janji tepat ikn nasib bukti penjara cari orang orang libat moga indonesia adil makmur damai,positif
93,gas pilih kotok gas malu papa duit negara ikn lanjut rakyat makmur lapang kerja indonesia terang,positif
464,insan media bela tuli rezim total dukung manipulasi tipu rampok uang rakyat ikn pura buta mati sadar terima peran bumerang,positif
388,mantap solo solo tinggal ikn,positif
388,mantap ikn tinggal solo,positif
63,ikn khasiat bagus obat senter diabetes malaria kalo kudu iblis akar biar tanam hutan,positif
732,ikn bangun sono doi mending bagus bilang air susah bikin buka panti telat,positif
272,contoh ikn buka mana bang ken tau serius logis bangun kota kota coba pikir resmi bagus buka,positif
221,hina periode adil adil delik bohong produksi bohong investor ikn bohong triliun kantong kait,positif
262,anggar kota nusantara bangun triliun bangun baik sekolah butuh biaya miliar sekolah ikn baik sekolah,positif
20,kalo kena tipu ribu mobil mobil jalan nusantara hutang negara kurang saham milik ikn indah kaya hutan,positif
63,akar khasiat bagus obat senter diabetes malaria kalo kudu iblis ikn ikn biar tanam hutan,positif
146,ikn maju indonesia bangsa indah,positif
145,ikn maju bangsa indah indonesia,positif
426,bangun maju nusantara ikn indonesia,positif
514,kereta optimal optimal ikn optimal,positif
286,ikn bagus makan media perintah papar ikn ama linear bangun bangun negara,positif
2,masyarakat dukung tau kelas dinasti kaya dukung dinasti jilat versi ikn lawas cabang,positif
166,cerdas dikit asing investor bilang ikn antri nol bukti ucap bohong,positif
2,dinasti dukung tau kelas jilat kaya dukung masyarakat dinasti versi ikn lawas cabang,positif
187,hanya dukung ikn ikn,positif
381,ikn kota modern coba lihat besar trotoar coba lihat kota kota rancang trotoar man kendara pribadi kena rumput percaya beliau pegang ikn,positif
324,dukung penuh bangun kota kota nusantara pusat perintah hijau modern lanjut,positif
426,bangun ikn nusantara indonesia maju,positif
297,ikn jadi indonesia indonesia maju,positif
317,ikn ramah kota hijau pintar rancang lingkung modern lanjut generasi,positif
464,insan media bela mati rezim total dukung manipulasi tipu rampok uang rakyat ikn pura buta peran sadar terima tuli bumerang,positif
370,asli kalo dana ikn pakai bangun sekolah didik guru bagus perata didik beli fasilitas sekolah ratus sekolah rekrut masuk daftar prioritas,positif
138,baik lanjut ikn utang ekonomi murah nilai tukar kerja juta benjut burut hasil rakyat hanyut,positif
32,ikn indonesia maju buat mantap,positif
438,garis solo forum tanding tanding poin dukung lanjut ikn,positif
718,ikn indah utang gunung ikn butuh ratus duit pinjam pinjam,positif
6,ikn nusantara cipta pusat tumbuh konstruksi buka peluang investasi gerak unggul ekonomi energi teknologi hijau,positif
552,kalo maju ikn ape ikn ikn maju per kate,positif
597,ikn kampanye ikn sibuk ikn lupa perhati sektor didik didik tani nelayan lupa rakyat garis miskin miskin akut kuasa amanah,positif
429,bangun bangun ikn nusantara maju indonesia,positif
231,adil usut tipu ikn sarat tuntas korup,positif
6,ikn nusantara cipta pusat tumbuh ekonomi ekonomi buka peluang investasi gerak unggul konstruksi energi teknologi hijau,positif
166,cerdas dikit bilang investor asing ikn antri nol ucap bukti bohong,positif
410,ratus proyek ikn camat baik jalan dana desa,positif
227,anggap demokrasi sempat buka insan manusia wayang cuman bagus ikn ikn,positif
498,dukung tuju bangun bengkalai ikn tuju jangka timbang respek ramai ijazah hidup hidup keluarga,positif
475,usaha ikn uji coba barangkali ikn beli kelak kalo dasar evaluasi nilai optimal terbang tawar uji coba ikn tuju celaka takut menteri,positif
639,sumpah dukung pola kalo gambar hasil keren banget kalo mah mual kalo bikin bijak rumus mas kaya kau bikin ikn ikn rusak gerbong,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat tukang belik birokrasi sunat dana sekolah sunat gubernur bupati camat,positif
655,ikn festival indonesia rakyat suruh bayar bayar mahal pajak rakyat kota maju pas bangun fasilitas,positif
498,dukung tuju bangun bengkalai jangka tuju ikn timbang respek ramai ijazah hidup keluarga,positif
610,dukung penuh bangun kota nusantara pusat perintah hijau hijau modern lanjut,positif
722,nusantara ikn dukung,positif
144,maju ikn bangsa indonesia indah,positif
454,dukung kuasa konstitusional bikin tabu poin fokus sisa bagus stop ikn cabut masalah negara makzul tambang,positif
514,kereta optimal ikn ikn optimal,positif
381,ikn kota modern coba lihat besar trotoar pegang lihat kota rancang trotoar man kendara pribadi kena rumput percaya beliau coba ikn,positif
166,nol dikit bilang investor asing ikn antri cerdas bukti ucap bohong,positif
2,masyarakat dukung tau kelas dinasti kaya dukung jilat dinasti versi ikn lawas cabang,positif
157,ikn nusantara buka babak sejarah indonesia bangun ikn nusantara indonesia harap harap negara maju daya saing global,positif
424,selenggara selenggara negara pikir situ ijazah pikir maju kota ikn untung negara pinjam ribu untung kali lipat kali lipat kali lipat tunggu presisi untung,positif
426,bangun ikn nusantara maju indonesia indonesia,positif
385,bagus ikn kak,positif
605,ikn modern kota,positif
732,ikn bangun sono doi air bagus bilang bikin susah mending buka panti telat,positif
718,duit indah utang gunung ikn butuh ratus ikn pinjam,positif
429,bangun nusantara ikn maju indonesia,positif
709,main ikn ikn bambang penak nyaman,positif
9,materi ikn utara silah spiritual magis sakral berani jamin dukung tuan puan cek ujung barat timur pindah selatan bolak berani urus langit,positif
93,kotok pilih gas gas malu papa duit negara ikn lanjut rakyat makmur lapang kerja kerja indonesia terang,positif
309,wakil wakil presiden ting enak udel kait dunia didik depan adab moral anak bangsa baik sekolah rusak suruh ikn,positif
429,bangun maju nusantara ikn indonesia,positif
551,maju ikn emang bikin mata melotot langsung percaya lihat data data bangun ikn maret april,positif
166,cerdas investor bilang dikit asing ikn antri nol bukti ucap bohong,positif
20,kalo kena tipu ribu mobil jalan nusantara hutang indah kurang saham milik ikn negara kaya hutan,positif
514,optimal kereta ikn optimal,positif
552,kalo maju ikn ape ikn maju kate per,positif
231,adil adil usut tuntas ikn sarat tipu korup,positif
628,pindah kota sebar adil ikn hadir dorong tumbuh ekonomi pusat bangun rata,positif
203,indonesia pikir bagus depan ikn pasti,positif
428,bangun ikn nusantara maju indonesia indonesia,positif
318,bangun ikn wujud kota langkah nyata pindah indonesia adil rata sabang,positif
286,ikn bagus makan makan media perintah papar ikn ama linear bangun negara,positif
551,maju ikn emang bikin mata melotot langsung percaya lihat data bangun ikn maret april april,positif
6,ikn nusantara cipta pusat tumbuh tumbuh ekonomi buka peluang investasi gerak unggul konstruksi energi teknologi hijau,positif
320,ikn las ikn dukung las indonesia,positif
454,dukung makzul konstitusional bikin tabu poin fokus sisa bagus stop ikn cabut masalah tambang kuasa negara,positif
318,bangun bangun ikn pindah kota langkah nyata wujud indonesia adil rata sabang,positif
228,peduli ijazah ikn bayar janji pas presiden lunas macet banjir gampang atas presiden duit negeri indonesia bangun lap bola duit palsu kelar,positif
464,insan media bela uang rezim total dukung manipulasi tipu rampok mati rakyat ikn pura buta tuli sadar terima peran bumerang,positif
379,gantung ikn bagus bareng bareng dukung,positif
141,dukung nusantara ikn,positif
718,ikn indah utang gunung ikn butuh butuh ratus duit pinjam,positif
758,ikn lahan subur beli jual bisnis,positif
32,maju indonesia mantap buat ikn,positif
589,serius kah pasti gizi makan program gratis laksana ikn kebut baik jalan jabat lintas baik sekolah butuh,positif
720,nusantara ikn dukung,positif
424,selenggara negara pikir situ ijazah pikir maju kota ikn untung negara pinjam ribu untung kali lipat lipat kali lipat kali lipat tunggu presisi untung,positif
758,ikn lahan beli bisnis jual subur,positif
146,ikn maju bangsa bangsa indonesia indah,positif
720,nusantara ikn dukung,positif
370,asli kalo dana ikn pakai bangun sekolah rekrut guru sekolah perata didik beli fasilitas sekolah ratus bagus didik masuk daftar prioritas,positif
146,indonesia maju bangsa ikn indah,positif
567,deputi ikn ali awi bilang armada kirim teknologi baik ikn fokus aplikasi biar terbang gampang pesan bus listrik sepeda listrik taksi warga,positif
9,materi ikn pindah silah spiritual magis sakral berani jamin dukung tuan puan cek ujung ujung barat timur utara selatan bolak berani urus langit,positif
138,benjut lanjut ikn utang ekonomi baik nilai tukar kerja juta murah burut hasil rakyat hanyut,positif
315,ikn indonesia kembang infrastruktur modern transportasi cerdas layan publik digital tingkat kualitas hidup masyarakat kuat daya saing global dorong,positif
333,ikn raya pas musim buah ada bazar buah buah buah ikn negara subur bagus,positif
286,ikn bagus makan media negara papar ikn ama linear bangun perintah,positif
410,dana proyek ikn ratus baik jalan camat desa,positif
352,bikin negara ikn ikn angkut puja biar negeri aman tenteram damai,positif
611,dukung penuh bangun kota nusantara pusat pusat perintah hijau modern lanjut,positif
4,ikn rancang kota ramah bas lingkung teknologi pintar orientasi lanjut,positif
758,ikn lahan subur bisnis jual beli beli,positif
221,hina kait adil delik bohong produksi bohong investor ikn bohong triliun kantong periode,positif
505,utama negara koruptor miskin gugur tumbuh abis bunuh koruptor jamin negara makmur korupsi rugi rugi bikin kota ikn korup bayang,positif
438,garis solo forum tanding ikn dukung lanjut poin,positif
320,ikn las dukung dukung ikn las indonesia,positif
2,masyarakat dukung tau kelas jilat dukung kaya dinasti dinasti versi ikn lawas cabang,positif
475,usaha ikn uji coba barangkali ikn beli kelak kalo dasar evaluasi nilai optimal optimal terbang tawar uji coba ikn tuju menteri takut celaka,positif
718,ikn ikn indah utang gunung ikn butuh ratus duit pinjam,positif
325,dukung penuh bangun kota lanjut pusat perintah hijau modern nusantara,positif
602,ikn ikn kota modern,positif
598,buru anggar proyek ada pola duit proyek ikn negara tarik peduli,positif
317,ikn rancang kota hijau pintar ramah lanjut modern lingkung generasi,positif
598,buru ada proyek anggar pola ikn proyek duit negara tarik peduli,positif
427,ikn bangun nusantara maju indonesia,positif
464,insan media bela mati rezim total dukung manipulasi tipu rampok uang rakyat ikn pura buta tuli sadar terima peran bumerang bumerang,positif
315,ikn dorong kembang infrastruktur modern layan cerdas transportasi publik digital tingkat kualitas hidup masyarakat kuat daya saing global indonesia,positif
602,ikn modern kota,positif
713,indonesia ikn maju,positif
385,ikn bagus kak kak,positif
619,kalo infrastruktur ikn ngapain ngapain koar koar seh komunikasi bagus komunikasi lewat munafik sadar ama mampu rakyat beli istana saat warga hidup mulia munafik,positif
381,ikn kota modern coba lihat besar trotoar trotoar coba lihat kota rancang trotoar man kendara pribadi kena rumput percaya beliau pegang ikn,positif
481,ikn nusantara pindah kota simbol maju indonesia negara transformasi kota rancang ramah lingkung cerdas lanjut wujud nyata indonesia,positif
187,hanya dukung dukung ikn,positif
507,dukung ikn tukang manusia sembah dasar tipu bodoh,positif
141,dukung nusantara ikn,positif
475,usaha ikn uji coba barangkali ikn beli kelak kalo dasar evaluasi nilai optimal terbang terbang tawar uji coba ikn tuju menteri takut celaka,positif
758,beli lahan subur bisnis jual ikn,positif
507,dukung ikn tukang tipu sembah dasar manusia bodoh bodoh,positif
647,sumber hancur indonesia janji indonesia ikn nasib bukti penjara cari orang orang libat moga tepat adil makmur damai,positif
324,dukung penuh lanjut kota nusantara pusat perintah hijau modern bangun,positif
722,dukung dukung ikn nusantara,positif
2,ikn dukung tau kelas jilat kaya dukung dinasti dinasti versi masyarakat lawas cabang,positif
316,ikn simbol transformasi bangsa indonesia maju kota bangun semangat gotong royong royong,positif
611,nusantara penuh bangun kota dukung pusat perintah hijau modern lanjut,positif
498,dukung tuju bangun bengkalai ikn tuju jangka timbang respek ramai ijazah hidup keluarga keluarga,positif
711,indonesia ikn maju,positif
93,kotok pilih gas gas malu papa duit duit negara ikn lanjut rakyat makmur lapang kerja indonesia terang,positif
552,kalo maju ikn ape ikn kate per maju,positif
140,dukung dukung ikn nusantara,positif
628,pindah kota sebar adil ikn hadir dorong tumbuh ekonomi rata rata bangun pusat,positif
721,dukung nusantara ikn,positif
772,dukung dukung biar putar putar uang ikn,positif
505,utama negara negara koruptor miskin gugur tumbuh abis bunuh koruptor jamin negara makmur korupsi rugi bikin kota ikn korup bayang,positif
610,dukung penuh bangun kota nusantara pusat pusat perintah hijau modern lanjut,positif
206,rakyat ikn bangun barang bahan hasil jujur bayar kawasan ikn berkah maki doa buruk dapat ikn orang orang bayar malu sedih,positif
388,mantap solo ikn tinggal,positif
455,berkah ikn pasok bayar pasok ikn cerita usaha cat pilih pasok cat ikn takut bayar barang potret bukti kuasa nama,positif
464,insan media bela mati rezim total dukung manipulasi tipu rampok uang rakyat ikn tuli buta pura sadar terima peran bumerang,positif
718,ikn indah ratus gunung ikn butuh utang duit pinjam,positif
428,bangun nusantara ikn maju indonesia,positif
455,berkah ikn ikn pasok bayar pasok barang cerita usaha cat pilih pasok cat ikn takut bayar ikn potret bukti kuasa nama,positif
426,bangun ikn nusantara maju indonesia indonesia,positif
718,indah ikn utang gunung ikn butuh ratus duit pinjam,positif
454,dukung makzul konstitusional bikin tabu poin fokus sisa bagus stop cabut ikn masalah negara kuasa tambang,positif
227,anggap demokrasi sempat buka ikn manusia wayang cuman bagus insan,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat birokrasi belik tukang sunat sunat dana sekolah sunat gubernur bupati camat,positif
619,kalo infrastruktur ikn ngapain koar koar seh komunikasi bagus komunikasi lewat lewat munafik sadar ama mampu rakyat beli istana saat warga hidup mulia munafik,positif
455,berkah ikn pasok bayar pasok barang cerita usaha cat pilih pasok cat ikn takut bukti ikn potret bayar kuasa nama,positif
464,insan media bela mati rezim total dukung manipulasi tipu rampok rampok uang rakyat ikn pura buta tuli sadar terima peran bumerang,positif
722,dukung ikn nusantara nusantara,positif
140,dukung dukung ikn nusantara,positif
507,tukang ikn dukung tipu sembah dasar manusia bodoh,positif
292,ikn ikn nusantara kota cerdas indonesia,positif
141,dukung ikn ikn nusantara,positif
324,dukung penuh bangun kota nusantara pusat perintah hijau modern modern lanjut,positif
505,utama jamin koruptor miskin gugur tumbuh abis bunuh koruptor negara negara makmur korupsi rugi bikin kota ikn korup bayang,positif
318,bangun ikn pindah nyata langkah kota wujud indonesia adil rata sabang,positif
142,dukung ikn ikn nusantara,positif
317,ikn rancang rancang kota hijau pintar ramah lingkung modern lanjut generasi,positif
317,ikn rancang hijau kota pintar ramah lingkung modern lanjut generasi,positif
4,ikn rancang kota ramah lingkung lingkung bas teknologi pintar orientasi lanjut,positif
20,kalo kena tipu tipu ribu mobil jalan nusantara hutang negara kurang saham milik ikn indah kaya hutan,positif
370,asli kalo dana ikn pakai bangun sekolah rekrut didik bagus perata guru beli fasilitas sekolah ratus sekolah didik masuk daftar prioritas,positif
772,dukung dukung biar putar uang uang ikn,positif
370,asli kalo dana ikn pakai bangun sekolah rekrut guru bagus perata didik beli fasilitas sekolah ratus sekolah didik didik masuk daftar prioritas,positif
598,buru anggar proyek ada pola ikn proyek proyek duit negara tarik peduli,positif
157,ikn nusantara buka babak sejarah indonesia bangun ikn nusantara indonesia harap negara maju daya saing global global,positif
20,kalo kena tipu ribu mobil jalan nusantara hutang negara kurang saham milik ikn indah kaya kaya hutan,positif
370,kalo asli dana ikn pakai bangun sekolah rekrut guru bagus perata didik beli fasilitas sekolah ratus sekolah didik masuk daftar prioritas,positif
187,hanya dukung ikn ikn,positif
639,sumpah dukung pola kalo gambar hasil keren banget kalo mah mah mual kalo bikin bijak rumus mas kaya kau bikin ikn rusak gerbong,positif
187,hanya hanya dukung ikn,positif
455,berkah kuasa pasok bayar pasok barang cerita usaha cat pilih pasok cat ikn takut bayar ikn potret bukti ikn nama,positif
234,pimpin balas hina dunia adil akhirat tipu pabrik bangkrut gusur ikn mandalika korban adil allah,positif
324,dukung penuh bangun kota lanjut pusat perintah hijau modern nusantara,positif
315,ikn tingkat kembang infrastruktur modern transportasi cerdas layan publik digital dorong kualitas hidup masyarakat kuat daya saing global indonesia,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat camat belik tukang sunat dana sekolah sunat gubernur bupati birokrasi,positif
187,hanya dukung dukung ikn,positif
264,triliun duit ikn renovasi sekolah rusak asumsi sekolah negeri miliar juta sekolah ato baik iya infrastruktur,positif
647,sumber hancur indonesia adil tepat ikn nasib bukti penjara cari orang orang libat moga indonesia janji makmur damai,positif
388,mantap solo tinggal tinggal ikn,positif
63,akar khasiat bagus malaria senter diabetes obat kalo kudu iblis ikn biar tanam hutan,positif
597,ikn kampanye ikn sibuk ikn ikn lupa perhati sektor didik tani nelayan lupa rakyat garis miskin miskin akut kuasa amanah,positif
370,asli kalo dana guru pakai bangun sekolah rekrut ikn bagus perata didik beli fasilitas sekolah ratus sekolah didik masuk daftar prioritas,positif
475,usaha ikn uji coba barangkali ikn beli kelak kalo dasar terbang nilai optimal evaluasi tawar uji coba ikn tuju menteri takut celaka,positif
139,dukung ikn ikn nusantara,positif
454,dukung makzul konstitusional bikin tabu poin fokus sisa bagus stop ikn cabut masalah negara negara kuasa tambang,positif
628,pindah ekonomi sebar adil ikn hadir dorong tumbuh kota rata bangun pusat,positif
143,ikn bangsa maju indonesia indah,positif
385,ikn ikn bagus kak,positif
507,dukung ikn tukang tipu sembah dasar manusia bodoh bodoh,positif
429,bangun ikn nusantara maju maju indonesia,positif
9,materi ikn pindah silah spiritual magis sakral berani jamin dukung tuan puan cek ujung barat timur utara selatan bolak berani langit urus,positif
772,dukung dukung dukung biar putar uang ikn,positif
138,baik lanjut ikn utang ekonomi benjut nilai tukar kerja juta juta murah burut hasil rakyat hanyut,positif
316,gotong simbol transformasi bangsa indonesia maju kota bangun semangat ikn royong,positif
558,kereta rel ikn kembali deputi ikn ali awi benar kereta otonom kembali hasil uji coba coba sistem fungsi optimal uji coba sesuai tonton video,positif
427,ikn bangun nusantara maju indonesia,positif
475,usaha ikn uji coba coba barangkali ikn beli kelak kalo dasar evaluasi nilai optimal terbang tawar uji coba ikn tuju menteri takut celaka,positif
589,serius kah pasti program makan gizi gratis laksana ikn kebut kebut baik jalan jabat lintas baik sekolah butuh,positif
317,ikn ikn rancang kota hijau pintar ramah lingkung modern lanjut generasi,positif
567,deputi ikn ali awi bilang armada kirim teknologi teknologi baik ikn fokus aplikasi biar warga gampang pesan bus listrik sepeda listrik taksi terbang,positif
6,ikn nusantara cipta pusat tumbuh ekonomi ekonomi buka peluang investasi gerak unggul konstruksi energi teknologi hijau,positif
605,modern kota ikn,positif
63,akar khasiat bagus obat senter diabetes malaria kalo kudu iblis iblis ikn biar tanam hutan,positif
410,ratus baik ikn dana proyek jalan camat desa,positif
95,bangun sepele akh ikn uang rakyat point tugas eksekutif kuat awas dukung,positif
619,kalo infrastruktur ikn ngapain koar koar seh komunikasi bagus komunikasi lewat munafik sadar ama mampu rakyat beli istana saat warga hidup mulia mulia munafik,positif
639,sumpah dukung pola kalo kaya hasil keren banget kalo mah mual kalo bikin bijak rumus mas gambar kau bikin ikn rusak gerbong,positif
551,maju ikn emang bikin mata melotot langsung percaya lihat data bangun ikn ikn maret april,positif
598,buru proyek proyek ada pola ikn anggar duit negara tarik peduli,positif
318,bangun nyata pindah kota langkah ikn wujud indonesia adil rata sabang,positif
722,nusantara ikn dukung,positif
629,bangun bangun ikn langkah strategis indonesia modern rata lanjut kota,positif
275,dukung hati analisis ikn senang tugas moga,positif
430,indonesia ikn nusantara maju bangun,positif
567,deputi ikn ali awi bilang armada kirim teknologi baik ikn fokus aplikasi biar warga gampang pesan bus listrik sepeda listrik listrik taksi terbang,positif
316,ikn simbol transformasi bangsa indonesia maju kota bangun bangun semangat gotong royong,positif
295,ikn jadi jadi indonesia maju,positif
207,buat kau negeri hebat manusia kau rezim negeri sok kau gedung ikn,positif
264,triliun duit duit ikn renovasi sekolah rusak asumsi sekolah negeri miliar juta sekolah ato baik infrastruktur iya,positif
140,nusantara ikn dukung,positif
426,ikn bangun nusantara maju indonesia,positif
721,dukung dukung ikn nusantara,positif
4,teknologi rancang kota ramah lingkung bas ikn pintar orientasi lanjut,positif
272,contoh contoh ikn bagus mana bang ken tau serius logis bangun kota kota coba pikir resmi buka buka,positif
157,ikn nusantara buka babak sejarah indonesia bangun ikn ikn nusantara indonesia harap negara maju daya saing global,positif
157,ikn nusantara buka babak sejarah indonesia bangun ikn nusantara indonesia harap negara maju daya saing saing global,positif
9,materi ikn pindah silah spiritual magis sakral berani jamin dukung tuan puan cek ujung barat timur utara selatan selatan bolak berani urus langit,positif
431,bangun ikn ikn nusantara maju indonesia,positif
611,pusat penuh bangun kota nusantara dukung perintah hijau modern lanjut,positif
166,cerdas bohong bilang investor asing ikn antri nol bukti ucap dikit,positif
464,insan media bela mati mati rezim total dukung manipulasi tipu rampok uang rakyat ikn pura buta tuli sadar terima peran bumerang,positif
381,ikn kota modern coba lihat besar trotoar coba lihat kota rancang trotoar man kendara pribadi kena rumput ikn beliau pegang percaya,positif
145,ikn ikn maju bangsa indonesia indah,positif
772,dukung uang biar putar dukung ikn,positif
93,kotok pilih gas gas malu papa duit negara ikn terang rakyat makmur lapang kerja indonesia lanjut,positif
552,kalo per ikn ape ikn maju maju kate,positif
272,contoh ikn bagus mana bang ken tau serius logis bangun kota kota coba pikir resmi resmi buka buka,positif
309,wakil presiden ting enak udel kait dunia didik depan baik moral anak bangsa adab sekolah rusak suruh ikn,positif
206,bangun ikn rakyat barang malu hasil jujur bayar kawasan ikn berkah maki doa buruk dapat ikn orang orang bayar bahan sedih,positif
709,main main ikn bambang penak nyaman,positif
711,ikn indonesia indonesia maju,positif
70,proyek ikn indonesia pindah kota timur maju pegawai istana negara kantor rumah selesai raya hut ada proyek hadap potong anggar,positif
8,rektor komentar kondusif bersih ikn udara aktivitas olahraga,positif
3,ikn kota simbol identitas nasional cermin cermin semangat satu maju indonesia,positif
93,kotok pilih gas gas gas malu papa duit negara ikn lanjut rakyat makmur lapang kerja indonesia terang,positif
286,ikn bagus makan media perintah papar ikn ama linear bangun bangun negara,positif
32,maju indonesia mantap buat ikn,positif
348,ikn negara negara sungguh hebat,positif
602,kota ikn modern,positif
379,gantung bagus ikn bareng dukung,positif
228,peduli ijazah palsu bayar janji pas presiden lunas lunas macet banjir gampang atas presiden duit negeri indonesia bangun lap bola duit ikn kelar,positif
605,ikn modern kota,positif
430,bangun ikn maju nusantara indonesia,positif
295,ikn maju indonesia jadi,positif
655,ikn festival indonesia rakyat suruh bayar mahal pajak rakyat kota kota maju pas bangun fasilitas,positif
142,dukung dukung ikn nusantara,positif
655,ikn festival indonesia rakyat suruh bayar mahal pajak rakyat kota maju maju pas bangun fasilitas,positif
20,kalo kena tipu jalan mobil ribu nusantara hutang negara kurang saham milik ikn indah kaya hutan,positif
605,ikn kota modern modern,positif
514,optimal kereta ikn optimal,positif
297,ikn jadi indonesia indonesia maju,positif
388,mantap ikn tinggal solo,positif
4,teknologi rancang kota ramah lingkung bas ikn pintar orientasi lanjut,positif
713,ikn maju indonesia,positif
139,dukung ikn nusantara nusantara,positif
70,proyek ikn indonesia pindah kota timur maju selesai istana negara kantor kantor rumah pegawai raya hut ada proyek hadap potong anggar,positif
424,selenggara negara pikir situ ijazah pikir maju kota ikn ikn untung negara pinjam ribu untung kali lipat kali lipat kali lipat tunggu presisi untung,positif
294,indonesia jadi ikn maju,positif
602,kota ikn modern,positif
540,mati mati singkir mudah investor baik ganggu investor limpah investor indonesia gaya bikin ikn mandalika,positif
475,usaha ikn uji coba barangkali ikn beli kelak kalo dasar evaluasi coba optimal terbang tawar uji nilai ikn tuju menteri takut celaka,positif
455,berkah ikn pasok bayar pasok barang cerita usaha cat pilih pasok pasok cat ikn takut bayar ikn potret bukti kuasa nama,positif
567,deputi ikn ali awi bilang armada kirim teknologi baik ikn gampang aplikasi biar warga fokus pesan bus listrik sepeda listrik taksi terbang,positif
410,ratus proyek proyek ikn dana baik jalan camat desa,positif
207,buat kau negeri sok manusia kau kau negeri hebat rezim gedung ikn,positif
464,insan media bela mati rezim total dukung manipulasi tipu rampok rampok uang rakyat ikn pura buta tuli sadar terima peran bumerang,positif
457,ikn nusantara ikn impi indonesia negara maju mari dukung bangun wujud nusantara cipta indonesia,positif
507,dukung dukung ikn tukang tipu sembah dasar manusia bodoh,positif
2,masyarakat dukung tau kelas jilat kaya dukung dinasti dinasti cabang ikn lawas versi,positif
262,baik kota nusantara ikn triliun bangun baik sekolah butuh biaya miliar sekolah bangun anggar sekolah,positif
514,optimal optimal ikn kereta,positif
295,ikn ikn jadi indonesia maju,positif
498,dukung tuju bangun bengkalai ijazah tuju jangka timbang respek ramai ikn hidup keluarga,positif
95,akh sepele bangun ikn dukung rakyat point tugas eksekutif kuat awas uang,positif
231,adil korup tuntas ikn sarat tipu usut,positif
297,ikn jadi jadi indonesia maju,positif
141,ikn dukung nusantara,positif
720,dukung ikn nusantara nusantara,positif
32,mantap indonesia ikn buat maju,positif
295,ikn jadi jadi indonesia maju,positif
315,ikn dorong kembang infrastruktur modern transportasi cerdas layan publik digital kualitas tingkat hidup masyarakat kuat daya saing global indonesia,positif
324,dukung penuh bangun kota nusantara pusat pusat perintah hijau modern lanjut,positif
95,akh akh sepele bangun ikn uang rakyat point tugas eksekutif kuat awas dukung,positif
3,ikn simbol kota identitas nasional cermin semangat satu maju indonesia,positif
227,anggap ikn sempat buka insan manusia wayang cuman bagus demokrasi,positif
352,bikin negara tenteram angkut puja biar negeri aman ikn damai,positif
234,pimpin adil hina dunia balas akhirat tipu pabrik bangkrut gusur ikn ikn mandalika korban adil allah,positif
567,deputi ikn ali awi bilang armada kirim teknologi baik ikn fokus aplikasi biar warga gampang pesan bus listrik listrik sepeda taksi terbang,positif
318,bangun bangun ikn pindah kota langkah nyata wujud indonesia adil rata sabang,positif
227,anggap demokrasi sempat buka insan insan manusia wayang cuman bagus ikn,positif
551,maju ikn emang bikin mata melotot langsung percaya lihat data data bangun ikn maret april,positif
317,ikn rancang kota hijau pintar pintar ramah lingkung modern lanjut generasi,positif
431,bangun maju nusantara ikn indonesia,positif
655,ikn festival indonesia rakyat suruh bayar mahal pajak pajak rakyat kota maju pas bangun fasilitas,positif
712,maju indonesia ikn,positif
438,garis solo forum tanding poin dukung dukung lanjut ikn,positif
427,bangun ikn nusantara maju indonesia indonesia,positif
