full_text,cleaned,sentiment,label
@CliffJonathanD1 @PartaiSocmed Lah dibuktikan saja belum lagian kalau memang tidak terbukti palsu kenapa lu yh repot? Yg dituduh ijazah palsu siapa ? Banyak palsunya juga kok 11000T ada dikantong esemka dipesan 6000 unit investor IKN oversubscribed...emang asli ada? Manusia yg dipegang omongan bang,cliffjonathand partaisocmed bukti bukti palsu lu yh repot yg tuduh ijazah palsu palsu t kantong esemka pes unit investor ikn oversubscribedemang asli manusia yg pegang omong bang,negatif,0
@WtrmlnSUGAhigh di balikpapan kak soalnya ada ikn sih kayaknya bangtan sekalian mau berkunjung ke ikn ,wtrmlnsugahigh balikpapan kak ikn sih kayak bangtan kunjung ikn,negatif,0
@ebonXboy Mainnya tak berkelas dan cenderung kasar jadi wajar jika Presiden @prabowo merasa dikangkangi otoritasnya sebagai Pimpinan Tertinggi. Mulyono sedang panik krn polemik ijasah palsu tahta no. 2 yg digoyang &amp; IKN dihentikan &amp; kasus lainnya. Masa ga panik yaa paniklahh ,ebonxboy main kelas cenderung kasar wajar presiden prabowo kangkang otoritas pimpin mulyono panik krn polemik ijasah palsu tahta no yg goyang amp ikn henti amp ga panik yaa paniklahh,negatif,0
@_reginagata_ IKN bagus kak,reginagata ikn bagus kak,positif,0
KYB BANXA Disetujui Pi Coin Bisa Dibeli Pake Uang di 100 Negara Sumber: IKN Pos https://t.co/s5kaetc1oE Dibagikan melalui Aplikasi Google,kyb banxa tuju pi coin beli pake uang negara sumber ikn pos aplikasi google,negatif,0
@Jarvynox Chimera lorem ipsum ikn ,jarvynox chimera lorem ipsum ikn,negatif,0
bayangin ikn dibakar ilay soalnya taeui diculik ke sana ,bayangin ikn bakar ilay taeui culik,negatif,0
@ishikawatos Mantap sekali Solo. Pantas Wowi gak mau tinggal di IKN ,ishikawatos mantap solo wowi gak tinggal ikn,positif,0
@tekarok007 TIDAK ADA SATUPUN INVESTOR IKN SEPERTI KATA FUFUFAFA GIBRAN SAAT DEBAT PILPRES BAPAK DAN ANAK BOHONG,tekarok investor ikn fufufafa gibran debat pilpres anak bohong,negatif,0
@ryodangurl @Witherbane Yang ini lebih parah dari IKN,ryodangurl witherbane parah ikn,negatif,0
@blank0429 mungkin ketinggalan di IKN,blank tinggal ikn,negatif,0
@terimaakashii G sk ikn grg ,terimaakashii g sk ikn grg,negatif,0
@CakKhum Judulnya Mangkrak IKN,cakkhum judul mangkrak ikn,negatif,0
@G0LIATH87 @aewin86 Lebih dungu lagi kau yg memuja Esemka 11.000 triliun invesor ikn yg berbondong-bondong,gliath aewin dungu kau yg puja esemka triliun invesor ikn yg berbondongbondong,negatif,0
@Mdy_Asmara1701 SDM rendah ya kyk gini comment nya. Ya nama nya juga trial alias uji coba. Klo kuat dgn kondisi alam IKN ya dipake klo gak kuat ya dikembalikan. Paham om??,mdyasmara sdm rendah ya kyk gin comment nya ya nama nya trial alias uji coba klo kuat dgn kondisi alam ikn ya dipake klo gak kuat ya paham om,negatif,0
@stevenwi090 @Bicaasaaal @zimikay @AnggaPutraF Atau ke daerah sekitaran IKN air buatandi aja bahkan sebagian masih beli.,stevenwi bicaasaaal zimikay anggaputraf daerah ikn air buatandi aja beli,negatif,0
@G0LIATH87 Pertanggungjawaban proyek IKN dulu pak udah mulai mangkrak tuh.. Makanya budayakan juga musyawarah untuk mufakat bukan keegoisan dalam kebijakan,gliath pertanggungjawaban proyek ikn udah mangkrak tuh budaya musyawarah mufakat egois bijak,negatif,0
Gedabrus. Gara2 @jokowi raja kodok ini PSK bertebaran d IKN. Udh bangunannya mangkrak malah ngundang maksiat https://t.co/8u0N2dmnDW,gedabrus gara jokowi raja kodok psk tebar d ikn udh bangun mangkrak ngundang maksiat,negatif,0
@gatriwara BANYAK YA ITU KALAU MISALNYA DIJADIIN PENDUDUK KOTA BARU IKN BOLEH TAU,gatriwara ya dijadiin duduk kota ikn tau,negatif,0
Rapat Kerja Komisi 2 DPR RI dengan Menteri PAN RB terkait Pemindahan ASN ke Ibu Kota Nusantara Rencana ASN Pindah ke IKN? Harus Ada Insentif Khusus! #PDIPerjuangan #Komisi2DPRRI #IbuKotaNegara https://t.co/ZkUYeyMM2Z,rapat kerja komisi dpr ri menteri pan rb kait pindah asn kota nusantara rencana asn pindah ikn insentif khusus pdiperjuangan komisidprri ibukotanegara,negatif,0
@chacaaajaa_ Lebih gede ikn mainan,chacaaajaa gede ikn main,negatif,0
@vincainiii Jauhan IKN,vincainiii ikn,negatif,0
@uyoktweet Kek investor IKN saja yg oversubscribed ternyata ngibul. Jadi bener ya ini rezim keberlanjutan.,uyoktweet kek investor ikn yg oversubscribed nyata ngibul bener ya rezim,negatif,0
@Benedict_D18 Sini bang ke IKN kita mancing buaya,benedictd bang ikn mancing buaya,negatif,0
Kalo bohong sih emg jagonya mulyono. Liat gmn fasihnya bohong soal investor IKN,kalo bohong sih emg jago mulyono liat gmn fasih bohong investor ikn,negatif,0
@callmejujuuuuu @bberrychizu tadi kakaknya ada reply ibukota malah gitu kan mosok IKN ,callmejujuuuuu bberrychizu kakak reply ibukota gitu mosok ikn,negatif,0
https://t.co/nmHfVvKXfN . IKN makin semarak dan Gemerlap . Para penganut Indonesia gelap maki kecewa berat .,ikn semarak gemerlap anut indonesia gelap maki kecewa berat,negatif,0
@AiraNtieReal Hayooo mana ijazahmu apakah seperti esemka 11.000T ngak hutang ngak impor2 ikn kereta cepat. Ngaku aja deh???,airantiereal hayooo ijazah esemka t ngak hutang ngak impor ikn kereta cepat ngaku aja deh,negatif,0
@merchantzzzz @MasBRO_back Hati² komen lo. Ingat kasus wartawan yg kritik ikn malah dikasuskan oleh orang Dayak? Gak semua yg bersuku Jawa bs kau simpulkan begitu. Begitu pula gak semua dayak pasti baik/jelek semua. Obyektif lah dalam berkomentar,merchantzzzz masbroback hati komen lo wartawan yg kritik ikn orang dayak gak yg suku jawa bs kau simpul gak dayak baikjelek obyektif komentar,negatif,0
@albertkw_ @MurtadhaOne1 lu aja di coli-in ama esemka dan IKN masih percaya?wkwkwkkwkw,albertkw murtadhaone lu aja coliin ama esemka ikn percayawkwkwkkwkw,negatif,0
KATA NETIZEN SICH GITU Faktanya memang Oligarki Dipelihara dengan bukti ikut Andil untuk mengambil keputusan tentang Nasib Bangsa dari Pagar Laut IKN hingga Danantara Kemudian Koruptor Dimanja dengan tidak memberi Hukuman mat1 dan merampas aset-asetnya https://t.co/TGQtIsiQdQ,netizen sich gitu fakta oligarki pelihara bukti andil ambil putus nasib bangsa pagar laut ikn danantara koruptor manja hukum mat rampas asetasetnya,negatif,0
@DianSandiU IKN bohong. Esemka bohong. Import bohong. Penguatan KPK bohong. Ya Tuhan Bukakan pintu tobat utk pembohong itu dengan mengakui kebohongannya &amp; minta maaf kepada seluruh rakyat Indonesia. Beri kesadaran pada buzzer pembohong itu untuk mencari rejeki yang halal dan thaibah.,diansandiu ikn bohong esemka bohong import bohong kuat kpk bohong ya tuhan buka pintu tobat utk bohong bohong amp maaf rakyat indonesia sadar buzzer bohong cari rejeki halal thaibah,negatif,0
@bengkeldodo @DianSandiU @AndreasSolusi @Lembayung071 @balapurik @msaid_didu @SianiparRismon @HaloBCA @MakeItAQuote @mas_veel_ @kitiCatz Bukan ragu tapi tdk percaya..jangankan lulusan dia ngaku petnah kuluah juga seupilpun gue ga percaya.. IKN no mangkrak sama dengan yg buatnya.,bengkeldodo diansandiu andreassolusi lembayung balapurik msaiddidu sianiparrismon halobca makeitaquote masveel kiticatz ragu tdk percayajangankan lulus ngaku petnah luah upil gue ga percaya ikn no mangkrak yg,negatif,0
Beliau ini memang dickhead sekali ya. Hobi banget riding the wave segala isu yang lagi panas dengan keluar sebagai 'mesias' si paling punya 1001 jalan keluar. Mulai dari isu IKN MBG AI Ijazah sampe terbaru Vasektomi. Pertanyaannya cuma 1 situ bisa beneran ato cuma teoritis?,beliau dickhead ya hobi banget riding the wave isu panas mesias si jalan isu ikn mbg ai ijazah sampe vasektomi situ beneran ato teoritis,negatif,0
@kompascom Butuh 5 tahun buat habis2in bikin IKN seharga seluruh sekolah..,kompascom butuh habisin bikin ikn harga sekolah,negatif,0
@jawafess Ratusan milyar cukup buat Proyek IKN Hambalang tapi tak ada Danakah untuk perbaikan Jalan kecamatan dan Desa??,jawafess ratus milyar proyek ikn hambalang dana jalan camat desa,negatif,0
@uyoktweet Mirip Esemka dan IKN mbah ,uyoktweet esemka ikn mbah,negatif,0
IKN = Ibu Kota Ngadi-ngadi Tag temen lo yang masih bela IKN suruh kos di IKN seminggu baru kita ngobrol lagi https://t.co/2sBAfn3v6e,ikn kota ngadingadi tag temen lo bela ikn suruh kos ikn minggu ngobrol,negatif,0
@ApriliaLin Otak lu yg tolol Percaya sama pembual @jokowi Esemka investor antri di IKN msh mau dibualin anaknya pratikno,aprilialin otak lu yg tolol percaya bual jokowi esemka investor antri ikn msh dibualin anak pratikno,negatif,0
aku lapaq kunyah bnda len..sbb 1 hri dok telan teloq ikn..jd melugai,lapaq kunyah bnda lensbb hri dok telan teloq iknjd melugai,negatif,0
Digelar di IKN! Nusantara Fun Run Meriahkan HUT ke-5 Media Kaltim https://t.co/zcsBiqjKfk,gelar ikn nusantara fun run riah hut media kaltim,negatif,1
Pak bosku ini gak mau ngirim aku ke IKN buat visit sehariduahari gitu po ya.,bos gak ngirim ikn visit sehariduahari gitu po ya,negatif,0
@surreaulism Hantu IKN kah ini? ,surreaulism hantu ikn kah,negatif,0
@mapedos01 @jokowi Trus pelanggannya siapa? Tukang2 sama staf2 kontraktor proyek2 IKN gitu yaa?,mapedos jokowi trus langgan tukang staf kontraktor proyek ikn gitu yaa,negatif,0
DULU IKN DIREMEHKAN SEKARANG MALAH SEPERTI KOTA MASA DEPAN! Update Progr... https://t.co/fJ0ni27SKa lewat @YouTube,ikn remeh kota update progr youtube,negatif,0
@AirinDatangLagi Didatangkan ke IKN khusus untuk pasar malam. Acara selesai panitia pun pulang.,airindatanglagi ikn khusus pasar malam acara selesai panitia pulang,negatif,0
@Wedangan4 Kereta tanpa rel IKN,wedang kereta rel ikn,negatif,0
@aiklsah jgn cm tugunya se ikn nya sekalian,aiklsah jgn cm tugu ikn nya,negatif,0
@CutSarina5 Berkah dari IKN .,cutsarina berkah ikn,negatif,0
@kenhans03 pawang kocak segera kirim ke IKN..,kenhans pawang kocak kirim ikn,negatif,0
5.6 efisiensi primo. Primonya dialihkan ke IKN. Ibukota Negara North-krai,efisiensi primo primonya alih ikn ibukota negara northkrai,negatif,0
@B4ng_Hans @msaid_didu Hew.. Hew.. Hewww.... Banyak yg terkecoh sama IKN pdhl yg mw dikuasai china itu Jakarta mw dijadikan seperti Singapura sbg pusat judi dan maksiat IKN itu hanya dijadikan pengalihan isue.,bnghans msaiddidu hew hew he yg kecoh ikn pdhl yg mw asai china jakarta mw singapura sbg pusat judi maksiat ikn alih isue,negatif,0
@Sumarno12998913 @DokterTifa Bangun bang tidurx terlalu miring kali IKN sana jdi Kota mati koq untung drimana... Niat banget bela si penipu ,sumarno doktertifa bangun bang tidurx miring kali ikn jdi kota mati koq untung drimana niat banget bela si tipu,negatif,0
org ke ikn https://t.co/Jak0XEDC2o,org ikn,negatif,0
@DokterTifa HA..HA..HA..panitia penyelenggara negara tidak berpikir di situ di ijazah Jokowi .tapi berpikir di kemajuan negara.jokowi buat kota baru IKN berapa keuntungan negara ? Pinjaman 10 ribu triliyun untungnya Bisa 2 kali lipat 3 .kali lipat 4 kali lipat Tunggu presisi keuntungannya.,doktertifa hahahapanitia selenggara negara pikir situ ijazah jokowi pikir maju negarajokowi kota ikn untung negara pinjam ribu triliyun untung kali lipat kali lipat kali lipat tunggu presisi untung,negatif,0
Semarang juga ketiban beberapa talent oke dari K/L yg alasannya biar ngga ikut dipindah ke IKN Salah satu master nya SIPD-RI tahun kemarin mutasi ke sini,semarang ketiban talent oke kl yg alas biar ngga pindah ikn salah master nya sipdri kemarin mutasi,negatif,1
Pembangunan IKN Nusantara untuk memajukan Indonesia https://t.co/81692Kqf4H,bangun ikn nusantara maju indonesia,negatif,0
Pembangunan IKN Nusantara untuk memajukan Indonesia https://t.co/kkiuTzmAXV,bangun ikn nusantara maju indonesia,negatif,0
Pembangunan IKN Nusantara untuk memajukan Indonesia https://t.co/FpxdR9ik2T,bangun ikn nusantara maju indonesia,negatif,0
Pembangunan IKN Nusantara untuk memajukan Indonesia https://t.co/KO1VoTRd33,bangun ikn nusantara maju indonesia,negatif,0
Pembangunan IKN Nusantara untuk memajukan Indonesia https://t.co/45revM0pDC,bangun ikn nusantara maju indonesia,negatif,0
Pembangunan IKN Nusantara untuk memajukan Indonesia https://t.co/dxCNzJ12ey,bangun ikn nusantara maju indonesia,negatif,0
@keyzajune @TukangParaf @PNS_Ababil 2 tahun lalu dpt info mereka nutup peluang mutasi waktu org K/L pada galau mau dipindah ke IKN. Krna emang skitar 2023 itu bnyak bet orang K/L yg mo ajuin mutasi ke pemda. Jabar - DKI salah dua yg jd inceran. Paling ketat DKI sih eksklusif harus ada yg bawa.,keyzajune tukangparaf pnsababil dpt info nutup peluang mutasi org kl galau pindah ikn krna emang skitar bnyak bet orang kl yg mo ajuin mutasi pemda jabar dki salah yg jd inceran ketat dki sih eksklusif yg bawa,negatif,0
10 Konglomerat Siap Investasi di IKN https://t.co/ljqLvGrn3X,konglomerat investasi ikn,negatif,0
Makna Filosofi Logo IKN https://t.co/bdaKTuu8rW,makna filosofi logo ikn,negatif,0
Investor yang siap Investasi di IKN Nusantara https://t.co/LnNdltdkAt,investor investasi ikn nusantara,negatif,0
Alokasi &amp; Prioritas Pembangunan IKN Nusantara Tahap II https://t.co/iMG7Q8yex5,alokasi amp prioritas bangun ikn nusantara tahap ii,negatif,0
@kompascom Pilih mana renovasi sekolah atau bangun ikn??,kompascom pilih renovasi sekolah bangun ikn,negatif,0
@geloraco Purnawirawan garis solo forum purnawirawan tandingan ada poin dukung keberlanjutan IKN disrespect!!!,geloraco purnawirawan garis solo forum purnawirawan tanding poin dukung ikn disrespect,negatif,0
@dapitnih Kirim Bae ke ikn,dapitnih kirim bae ikn,negatif,0
@diraism efek kena kurungan di ikn apa gimana pak ,diraism efek kena kurung ikn gimana,negatif,0
Autonomous Rail Transit (ART) ini dinilai gagal karena tak bisa beroperasi secara otonom. Imbasnya kereta tanpa rel IKN dikembalikan ke China. #VideoBerita #Kompas60 https://t.co/5FvDxM06uJ,autonomous rail transit art nilai gagal operasi otonom imbas kereta rel ikn china videoberita kompas,negatif,0
Autonomous Rail Transit (ART) ini dinilai gagal karena tak bisa beroperasi secara otonom. Imbasnya kereta tanpa rel IKN dikembalikan ke China. #Ekonomi #Kompas60 https://t.co/T93vWgxnXi,autonomous rail transit art nilai gagal operasi otonom imbas kereta rel ikn china ekonomi kompas,negatif,0
ubur2 ikn lele akhirnya kesampaian punya asa leeee,ubur ikn lele asa leeee,negatif,0
@kelixmann Soal bela mbg dan ikn kan?,kelixmann bela mbg ikn,negatif,0
@Bambangmulyonoo IKN utk sementara ini mungkin bisa dijadikan tempat peternakan Kalajengking. Nanti hasil dari penjualan racun kalajengking dana nya bisa utk membangun IKN gimana komentar Netizens setuju gak,bambangmulyonoo ikn utk terna kalajengking hasil jual racun kalajengking dana nya utk bangun ikn gimana komentar netizens tuju gak,negatif,0
*IKN sarang Prostitusi?* Satuan Polisi Pamong Praja (Satpol PP) Kabupaten Penajam Paser Utara (PPU) menyebutkan praktik pel*curan kian marak di kawasan sekitar Ibu Kota Nusantara (IKN). https://t.co/FMrnPTqUO6,ikn sarang prostitusi polisi pamong praja satpol pp kabupaten najam paser utara ppu praktik pelcuran kian marak kawasan kota nusantara ikn,negatif,0
@surreaulism Sosok penunggu kerajaan IKN,surreaulism sosok tunggu raja ikn,negatif,0
Prostitusi di IKN loh ini.,prostitusi ikn loh,negatif,0
Kereta Tanpa Rel IKN Dikembalikan ke China Otorita Ibu Kota Nusantara (IKN) melaporkan unit kereta tanpa rel atau Autonomous Rail Transit (ART) telah dikembalikan ke China. mudik https://t.co/XlxFTNjpF2,kereta rel ikn china otorita kota nusantara ikn lapor unit kereta rel autonomous rail transit art china mudik,negatif,0
@kompascom Bangun IKN sampe Triliunan mampu Renovasi Sekolahan gak mampu. Hadeeh,kompascom bangun ikn sampe triliun renovasi sekolah gak hadeeh,negatif,0
Bukan hanya wujud penjilat taik banteng spt Anak Konti Chusnul beserta suami dan Ucup Dungu yg semakin jelas komuknya Wujud IKN juga semakin jelas terlihat @ch_chotimah2 @yusuf_dumdum @_AnakKolong https://t.co/zhLacVkRky,wujud jilat taik banteng spt anak konti chusnul suami ucup dungu yg komuknya wujud ikn lihat chchotimah yusufdumdum anakkolong,negatif,0
@kompascom Terlalu lama Pak lima tahun beres asal hentikan pembangunan IKN,kompascom beres henti bangun ikn,negatif,0
IKN nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan Ibu Kota Negara #ibukotabaru #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/yJgdtYvTzH,ikn nusantara tarik investor partisipasi garap proyek bangun kota negara ibukotabaru iknpemerataanekonomi iknsejahterakanindonesia ikn,negatif,0
Woww!!! Harga patung ikn ternyata segini https://t.co/URKAhQSuSN,woww harga patung ikn nyata gin,negatif,0
@ikaen48 bayar brapa koh ikn,ikaen bayar brapa koh ikn,negatif,0
@nabiylarisfa Pendukung fufufafa? Pemakzulan itu hal biasa dan konstitusional. Jangan dibikin tabu. Dari 8 poin cuma fokus ke 1 aja yg debatable padahal sisanya bagus2; stop IKN cabut PSN bermasalah negara kuasai tambang etc,nabiylarisfa dukung fufufafa makzul konstitusional bikin tabu poin fokus aja yg debatable sisa bagus stop ikn cabut psn negara kuasa tambang etc,positif,0
Gimana mau berkah si ikn banyak pemasok belum dibayar. Makanya gak ada yg mau memasok barang2 lagi bahkan ada cerita pengusaha cat memilih tidak memasok catnya ke ikn takut gak dibayar. IKN jadi potret dan bukti kezhaliman seorg penguasa bernama jkwi,gimana berkah si ikn pasok bayar gak yg pasok barang cerita usaha cat pilih pasok cat ikn takut gak bayar ikn potret bukti kezhaliman seorg kuasa nama jkwi,negatif,0
I'm your biggest fan Selamat akhirnya purnawaktu di IKN nya semoga bisa jadi next step/batu loncatan in your career life honey https://t.co/9wYZo2YsWG,im your biggest fan selamat purnawaktu ikn nya moga next stepbatu loncat in your career life honey,negatif,1
IKN Nusantara: Mewujudkan impian Indonesia menjadi negara maju. Mari kita dukung pembangunan IKN Nusantara untuk menciptakan Indonesia yang lebih baik! #IKNNusantara #NegaraMaju https://t.co/S6LTFPM9oL,ikn nusantara wujud impi indonesia negara maju mari dukung bangun ikn nusantara cipta indonesia iknnusantara negaramaju,negatif,0
@tunnov Emang selama dia muncul kepermukaan dan jadi penguasa pakai logika dan etika ? Semua dilanrak samanya. Apa dia pakai logika ketika membangun ikn yg biayanya sangat besar itu ??,tunnov emang muncul muka kuasa pakai logika etika dilanrak pakai logika bangun ikn yg biaya,negatif,0
@aewin86 Gak hutang Tolak inpor Mobil edka Uang 11.000 T Investor over scribe di ikn Dolar dibawah 10.000 Ekonomi meroket Tidak bagi-bagi kekuasaan Tidak rangkap jabatan Anak tidak tertarik politik Tidak cawe-cawe politik Masih banyak capek buliskannya semua itu ada dimulutnya doang,aewin gak hutang tolak inpor mobil edka uang t investor over scribe ikn dolar ekonomi roket bagibagi kuasa rangkap jabat anak tarik politik cawecawe politik capek buliskannya mulut doang,negatif,0
Otorita IKN siap genjot Kapasitas dan profesionalisme untuk mengelola dana asing https://t.co/Nu3MQQlpTG,otorita ikn genjot kapasitas profesionalisme kelola dana asing,negatif,0
Otorita IKN siap genjot Kapasitas dan profesionalisme untuk mengelola dana asing https://t.co/hgNZCPPxm7,otorita ikn genjot kapasitas profesionalisme kelola dana asing,negatif,0
Otorita IKN siap genjot Kapasitas dan profesionalisme untuk mengelola dana asing https://t.co/aT4mfGIf0x,otorita ikn genjot kapasitas profesionalisme kelola dana asing,negatif,0
Titik Nol IKN: Tugu Geografis yang Menjadi Simbol Awal Peradaban Baru https://t.co/Tn7l5beWLT,titik nol ikn tugu geografis simbol adab,negatif,0
@mazazeeh Sama kayak ikn gak sih,mazazeeh kayak ikn gak sih,negatif,0
@tanyakanrl Insan media saat membela mati2an rezim jokowi mrk tidak setengah-setengah mrk total mendukung manipulasi penipuan bhkn merampok uang rakyat melalui IKN pun mrk pura2 buta tuli. Mrk tdk sadar bahwa wktnya akan berakhir skrng terimalah dg legowo saat peran kalian jd bumerang.,tanyakanrl insan media bela mati rezim jokowi mrk setengahsetengah mrk total dukung manipulasi tipu bhkn rampok uang rakyat ikn mrk pura buta tuli mrk tdk sadar wktnya skrng terima dg legowo peran jd bumerang,negatif,0
Gosah ngadi² smart TV proyektor aja berguna dan lebih murah ikn budget indo ni dikit buat pendidikan. Gosah gegayaan smart tv klo ujung²nya kaga jalan karna gada duitnya mending proyektor aja lebih murah bisa buat pembelajaran interaktif,gosah ngadi smart tv proyektor aja murah ikn budget indo ni dikit didik gosah gegayaan smart tv klo ujung nya kaga jalan karna gada duit mending proyektor aja murah ajar interaktif,negatif,1
@fahaum1 @Mdy_Asmara1701 @Mdy_Asmara1701 Maaf informasi biaya sewa harian kereta ART di IKN tidak tersedia secara publik. Biaya sewa ini kemungkinan dirahasiakan dalam perjanjian dengan pihak China yaitu CRRC Group dan NORINCO. Namun diketahui bahwa tingginya biaya sewa menjadi salah satu alasan,fahaum mdyasmara mdyasmara maaf informasi biaya sewa kereta art ikn sedia publik biaya sewa rahasia janji china crrc group norinco biaya sewa salah alas,negatif,0
@patillele4364 Lanjoooot biar anjing menggonggong kafilah berikutnya tetap bangun #IKN https://t.co/QBeBucAnlM,patillele lanjoooot biar anjing gonggong kafilah bangun ikn,negatif,0
@wannabewithyuuu @renkyloren28 @jokoanwar Salah om ga cuma mobil. tapi sales properti IKN juga,wannabewithyuuu renkyloren jokoanwar salah om ga mobil sales properti ikn,negatif,0
Kereta Tanpa Rel IKN Dikembalikan ke China Jhon Sitorus: Proyek Bohongan Mulai Menampar Jokowi https://t.co/VNNQeuMC85,kereta rel ikn china jhon sitorus proyek bohong tampar jokowi,negatif,0
@renkyloren28 @jokoanwar Bapaknya aja sales properti IKN ya anaknya sales aplikasi AI.,renkyloren jokoanwar aja sales properti ikn ya anak sales aplikasi ai,negatif,0
@jokovvl @msaid_didu @DokterTifa @SianiparRismon @alisyarief @realAmienRais KENAPA MASIH ADA ORANG-ORANG YANG BELA JOKOWI SEGININYA YA ? PADAHAL BANYAK KEBOHONGAN JOKOWI YANG JELAS BERSERAKN CONTOHNYA IKN YANG KATANYA BANYAK INVESTOR NYATANYA BOHONG KATANYA PRODUKSI ESEMKA UDAH 6000 UNIT NYATANYA BOHONG.,jokovvl msaiddidu doktertifa sianiparrismon alisyarief realamienrais orangorang bela jokowi gin ya bohong jokowi berserakn contoh ikn investor nyata bohong produksi esemka udah unit nyata bohong,negatif,0
@surreaulism Njir Kuntiwi sosok aseli penghuni IKN,surreaulism njir kuntiwi sosok aseli huni ikn,negatif,0
IKN sih harusnya bang,ikn sih bang,negatif,0
@patillele4364 Sampai nafas terakhir di tenggorokan gak bakal jujur ini orang .. dr soal esmeka ikn semuanya sein kanan belok kiri.. yg masih percaya dia berarti otaknya somplak,patillele nafas tenggorok gak jujur orang dr esmeka ikn sein kanan belok kiri yg percaya arti otak somplak,negatif,0
@yogazzzt @mk_anam @idextratime @gibran_tweet Ada jd psk di ikn,yogazzzt mkanam idextratime gibrantweet jd psk ikn,negatif,0
@MahaD3w4 Or spt ini maksa bangun IKN baru mnrt org lain adalah hal yg tolol.,mahadw or spt maksa bangun ikn mnrt org yg tolol,negatif,0
@mumungwisnu_1 @jokowi @prabowo @Franken_blues @tham878 @xquitavee @__LOVE_AG4EVER Kan dulu perusahaan china naruh di ikn untuk uji coba barangkali ikn mau beli kelak kalo sudah running tapi berdasarkan evaluasi dinilai kurang optimal Bukan hanya itu taxi terbang juga ditawarkan diuji coba di ikn tapi gak disetujui kementerian mungkin takut kecelakaan,mumungwisnu jokowi prabowo frankenblues tham xquitavee loveagever usaha china naruh ikn uji coba barangkali ikn beli kelak kalo running dasar evaluasi nilai optimal taxi terbang tawar uji coba ikn gak tuju menteri takut celaka,negatif,1
@ctpeer Jaka kdg jd pengganti ikn bisa d loksado kaina soalnya msh luas tanahnya wkkwkwk,ctpeer jaka kdg jd ganti ikn d loksado kaina msh luas tanah wkkwkwk,negatif,0
@Annas_pdk @afrizalh__ Anying bener2 sales IKN kon nas,annaspdk afrizalh anying bener sales ikn kon nas,negatif,0
IKN Nusantara bukan hanya ibu kota administratif baru tapi juga representasi visi Indonesia dalam membangun kota yang selaras dengan alam. #GreenCapitalNusantara #IndonesiaHijau #SmartForestCity https://t.co/Q6LJAMKCnu,ikn nusantara kota administratif representasi visi indonesia bangun kota selaras alam greencapitalnusantara indonesiahijau smartforestcity,negatif,0
Dibangun dengan konsep forest city dan teknologi hijau IKN menjadi contoh kota masa depan yang menjaga alam dan mendukung kehidupan yang berkelanjutan. #IKNHijau #SmartCityIndonesia #KotaBersihMasaDepan https://t.co/HOnXGpQkKd,bangun konsep forest city teknologi hijau ikn contoh kota jaga alam dukung hidup iknhijau smartcityindonesia kotabersihmasadepan,negatif,0
IKN membuka ribuan peluang kerja baru memberdayakan tenaga lokal dan menggerakkan ekonomi daerah. Dari konstruksi hingga teknologi inilah kesempatan emas bagi generasi bangsa. #IKNCiptakanPeluang #LapanganKerjaBaru #AyoBangunIKN https://t.co/CNxxiEMBmo,ikn buka ribu peluang kerja daya tenaga lokal gerak ekonomi daerah konstruksi teknologi emas generasi bangsa iknciptakanpeluang lapangankerjabaru ayobangunikn,negatif,0
Pembangunan IKN adalah langkah konkret untuk mewujudkan Indonesia Sentris. Pemerataan ekonomi akses dan infrastruktur kini tak lagi hanya terpusat di Jawa semua daerah bergerak bersama. #PembangunanBersama #IKNUntukSemua #IndonesiaSentris https://t.co/CFmv9KK8SK,bangun ikn langkah konkret wujud indonesia sentris perata ekonomi akses infrastruktur pusat jawa daerah gerak pembangunanbersama iknuntuksemua indonesiasentris,negatif,0
IKN Nusantara bukan sekadar pemindahan ibu kota tapi simbol transformasi Indonesia menuju negara maju. Kota ini dirancang ramah lingkungan cerdas dan berkelanjutan wujud nyata masa depan Indonesia. #IKNNusantara #IbuKotaMasaDepan #TransformasiIndonesia https://t.co/BmXpBmV3GL,ikn nusantara pindah kota simbol transformasi indonesia tuju negara maju kota rancang ramah lingkung cerdas wujud nyata indonesia iknnusantara ibukotamasadepan transformasiindonesia,negatif,0
@detikcom Buang2 danan APBN IKN. Pd hal Jokowi koar2 angin surga krt tnp rel,detikcom buang apbn ikn pd jokowi koar angin surga krt tnp rel,negatif,0
Harga Pi Network (PI) Melonjak 6 9%: Potensi Pemulihan dan Sinyal Bullish Menanti Sumber: IKN Pos https://t.co/QojVKDAStp Dibagikan melalui Aplikasi Google,harga pi network pi lonjak potensi pulih sinyal bullish sumber ikn pos aplikasi google,negatif,0
@Annas_pdk @andimuhr Lari ada sales IKN !!,annaspdk andimuhr lari sales ikn,negatif,0
@afrizalh__ @andimuhr IKN wae. Berasa di luar negeri,afrizalh andimuhr ikn wae asa negeri,negatif,0
@G0LIATH87 @DokterTifa Lagi melaporkan esemka dan IKN yg hilang.wkwkkk https://t.co/DertoNQGV1,gliath doktertifa lapor esemka ikn yg hilangwkwkkk,negatif,0
