full_text,final_cleaned,sentiment
@Kanseulir lebih baik anggaran ikn buat pelatihan tenaga kerja dan investasi industri padat karya dampaknya meningkatkan pemasukan pajak membuka lapangan kerja dan tentu orangtuanya mampu biayai anak2 utk sekolah dan memberi makan bergizi.,anggar latih tenaga kerja investasi industri padat karya dampak tingkat pasu pajak buka lapang kerja biaya anak sekolah makan gizi,positif
@arkassssabbiqe @glorygloryjeno @BigAlphaID @prabowo Lebih bijak buat bangun tol Trans kalimantan tol Trans Sumatera dulu itu lebih penting daripada maksain kereta cepat dan ikn Kadang-kadang miris lihat jalan dikedua pulau tersebut cuma aspal lebar 5 meter doang itupun cuma 1 jalur dan sempit.,bijak bangun tol trans tol trans kereta cepat miris lihat jalan pulau aspal lebar meter doang jalur sempit,positif
@glorygloryjeno @PandaMerahku @BigAlphaID @prabowo utangnya jokowi konsumtif semua. IKN gak guna. kereta cepat gak guna. bandara2 international gak guna. mandalika gak guna. trans papua gak guna.,utang konsumtif kereta cepat bandara mandalika trans,negatif
MAKIN GAJE! KPK DILARANG TANGKAP DIREKSI &amp; KOMISARIS BUMN. DI IKN PR*STI...  via @YouTube,larang tangkap direksi komisaris via,negatif
Tak Lolos Uji Kereta Otonom IKN Diretur ke China Rangkaian autonomous rail transit yang didatangkan dari China dinilai gagal karena tak bisa beroperasi secara otonom. Imbasnya kereta tanpa rel IKN dikembalikan ke China. Ikuti Kompas  @hariankompas,lolos uji kereta otonom retur rangkai transit nilai gagal operasi otonom imbas kereta rel kompas,negatif
@azis95 Ga heran mah kerjaan di Indonesia oversight melulu. Contohnya lagi lorem ipsum di IKN ,heran mah kerja indonesia melulu contoh,negatif
IKN makin siap... Hadiri Rapat di OIKN Pangdam Mulawarman sebut Pentingnya Pembangunan Markas Kodim IKN ,hadir rapat bangun markas,positif
Selama ini ternyata BIN sudah menempati kantor modular di IKN... BIN pindah dari Kantor Sementara ke kantor tetap di IKN Siap Dukung Penuh Keamanan Ibu Kota Baru ,nyata bin kantor modular bin pindah kantor kantor dukung penuh aman kota,positif
@inganggita Gaada kata keramat daerah penyangga IKN soalnya,keramat daerah sangga,negatif
@cobeh2022 Justru arti menghina adalah ketika capres mengumbar kebohongan publik.ada uang 11K T disaku saya ada yang pesen mobil esemka 6000 orang dan satu lagi: sudah banyak investor asing di IKN ,arti hina umbar bohong uang saku sen mobil orang investor asing,negatif
@KangManto123 Sebaiknya ormas preman dibina sakan,preman bina sak,negatif
@sukakamutr @carukwaluyo @DokterTifa Otak lu pake tanya noh kontraktor2 yg belom dibayar bertahun2 sm pinokio ikn yg jd istana lendir freeport yg gaje ga seperak rupiah pun masuk kas negara ... Literasi n gizi otak lu dtingkatkan jer biar ga do ngok n gampang dkibulin. Kebanyakan nge-lem sih lu ,otak kontraktor bom bayar istana lendir perak rupiah masuk kas negara gizi otak biar gampang,negatif
@Opposisi6890 Penghuninya akan pindah ke IKN !,hun pindah,negatif
@pandji IKN dong apalagi skrg banyak PSK nya. Eeh..,ikn skrg psk eeh,negatif
@JDjamhuri38681 @geloraco Intinya. Ga SBY dgn Prasasti Hambalang. Ga Jokowi dgn prasasti IKN. Mangkrang semua. Legenda nya rakyat cuma menerimo. Gayanya beragama di RI. Kantongi duit sendiri dgn menyiksa rakyat.,inti prasasti prasasti legenda rakyat gaya agama kantong duit siksa rakyat,negatif
@pensilwarna24 bnyk d aym d ikn d cmln ymmy pkkny,bnyk d aym d ikn d cmln ymmy pkkny,negatif
@diiymana Hahahaha lorem ipsun kek tugu IKN aja,kek tugu,negatif
@kompascom Duitnya habis buat ikn Dan danantara,duit habis,negatif
@democrazymedia Memannya OCCRP gak menghina? Ngomong doal IKN gak dibiayai negara apa itu bukan perbuatan hina? Ngomong soal ratusan investor di IKN dari berbagai negara apa itu bukan perbuatan hina? Sy mau tanya itu dulu.,mem hina biaya negara hina ratus investor negara hina,negatif
@Yurissa_Samosir @choymarkochoy_ @ay_prakasa2225 @JamalBoegis @AmaluddinSSili1 @nomerorae @Panitia68285950 @yaniarsim @PutriKayan16645 @amelcewaw @msaid_didu Anggap saja mereka itu para investor yg berinvestasi di IKN.. Betul ngak Tuan @jokowi,anggap investor investasi tuan,positif
Bayangkan jika dana IKN utk selesaikan masalah ini. Rakyat banyak yg tdk sadar klu IKN cuma proyek legasi pribadi. Proyek konyol utk situasi spt saat ini. Pindah ibu kota bkn gagasan yg salah. Tapi dipaksakan di saat yg salah hanya berbuah ketololan sempurna. ,bayang dana selesai rakyat sadar proyek legasi pribadi proyek konyol situasi pindah kota gagas salah paksa salah buah tolol sempurna,negatif
@AraituLaki IKN .. jd tempat LOnThE mangkal,ikn jd lonthe mangkal,negatif
di sini jalan kaki 57 km udah sampe perbatasan IKN,jalan kaki batas,negatif
@PresidenKopi Pada akhirnya IKN rata dengan tanah karena udah ng ada duit buat lanjut hahahaha....,tanah duit,negatif
@0xLamboe @Autosultan_team @BitgetWalletID @BitgetID @lampunggehh @Crypto_Lampung @DownceC Kampus gua mah di jabodetabek + ikn wkwk,kampus mah,negatif
@KompasTV Bandingkan dgn dampak kebijakan²mu ke rakyat di Rempang PIK IKN Morowali dll. Sebanding enggak dgn yg kamu rasakan Mul? Kamu tinggal tunjukkin ijasah aja pake muter² playing victim lagak paling menderita. Smtr dampak dari ijasah palsumu itu bikin rakyat senegara sengsara!,banding dampak bijak mu rakyat banding tinggal lagak derita dampak palsu bikin rakyat negara sengsara,negatif
DiBangun pake APBN hingga Trilyunan.. Dibelain Utang Gak karuan ampe Boncoss.. IKN CUMAN JADI SARANG LONTHE‼️ Trus itu Para bapack2 dan Om2 ASN jadi dipindah kesana Tanpa bawa keluarga??? Ayo SEMANGAT ,bangun bain utang karuan ampe cuman sarang om pindah kesana bawa keluarga ayo semangat,positif
@ZulkifliLubis69 @jokowi Daaan menurut @jokowi yang keukeuh KCIC hutang menggunung IKN dipaksa padahal rakyat lg butuh yg lain tambang nikel hilirisasi yg amburadul itu salah siapa ya??? bpk lupa ingatan ??,hutang gunung paksa rakyat butuh tambang nikel hilir amburadul salah lupa,negatif
@Opposisi6890 kirain CLOSED sementara berlibur ke IKN,libur,negatif
Zypto Luncurkan Kartu Visa Virtual! Belanja Bisa Pakai Pi Coin Dapatkan Hadiah $5 Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,luncur kartu visa virtual belanja pakai hadiah sumber pos aplikasi,negatif
Maraknya Prostitusi Online di Kawasan IKN ....Kok bisa ya ????? ,marak prostitusi kawasan,negatif
Anggaran Ibu Kota Nusantara (IKN) katanya Rp466 triliun Jika bangun atau perbaiki sekolah butuh biaya Rp1 5 miliar per sekolah maka bisa bangun atau perbaiki sekitar 310.666 sekolah! ,anggar kota nusantara triliun bangun sekolah butuh biaya miliar sekolah bangun sekolah,positif
@BosPurwa @jokowi salah satu yang membuat sy yang bersebelahan dengan IKN masih husnudzan dg prabowo adalah fakta (hingga detik ini) IKN berhenti total.,salah bahan fakta detik henti total,negatif
75 8 Triliun duit APBN untuk IKN itu bisa merenovasi sktr 75.800 sekolah yang rusak dgn asumsi 1 sekolah negeri 1 miliar klo 500 juta bisa 151.600 sekolah dan ato memperbaiki infrastruktur lainnya iya gak Pak @jokowi ? ,triliun duit renovasi sekolah rusak asumsi sekolah negeri miliar juta sekolah ato infrastruktur iya,negatif
@islah_bahrawi Aseekkk investor luar negeri kabur semua korupsi merajalela premanisme menjamur ikn mangkrak. Lengkap sudah penderitaan negara,investor negeri kabur korupsi rajalela preman jamur lengkap derita negara,negatif
Sy menganggap ini sebagai kehancuran total desa n kehidupan laut. Mrk membuang limbah batu bara ke laut. Penangkapn ikn di daerah pesisir sdh lama hilang. Ad perubahan warna n tekstur air. Budaya tlh hancur kata HERNEMUS TAKULING Aktivis Adat Sawai untk Climate Rights Int. 2024. ,anggap hancur total desa hidup laut buang limbah batu bara laut daerah pesisir hilang ubah warna tekstur air budaya hancur aktivis adat sawai,negatif
@ANCEB436423 @TirtoID Lebih ngaruh kebijakan blunder semacam MBG dan efisiensi (padahal buat bayar utang jatuh tempo 2025). Liat dampak efisiensi 18.000+ honorer kementerian diberhenti tugaskan. Proyek2 pembangunan diputus ditengah jalan (IKN &amp; tol lintas sumatera). Brp yg di phk?,bijak efisiensi bayar utang jatuh tempo liat dampak efisiensi honorer menteri henti tugas proyek bangun putus jalan tol lintas,positif
Pengamat: Untuk Selesaikan Masalah Bangsa Prabowo Harus Bebas dari Pengaruh Jokowi. Ekonomi politik dan sosial hancur. Dia menghambur-hamburkan dana negara dalam jumlah yang besar dan gila-gilaan seperti membangun IKN yang sekarang ternyata mangkrak.  ,selesai bangsa bebas pengaruh ekonomi politik sosial hancur dana negara bangun nyata,positif
@ahmadyaniritong @BagusKoninMania @Opposisi6890 Ok pak sekarang ke IKN dulu sana. ,ok ikn,negatif
MAKANYA JANGAN JADI PEMBOHONG.IKN BOHONG SWA SEMBADA BOHONG PERTUMBUHAN BOHONG ESEMKA BOHONG ANAK GAK MAU JADI PEJABAT BOHONG..!!! APA YG BENAR OMONGAN LOE!! MUAAAK TAHU,bohong swa sembada bohong tumbuh bohong bohong anak jabat bohong omong,negatif
Di duga penghuni sekitar IKN yg pertama bukan ASN tapi PSK...!,duga huni,negatif
@neVerAl0nely IKN akan menjadi kota prostitusi?,kota prostitusi,negatif
@pecintaikannih @urfairyn @kal_syah @sewverus Sebutin contoh ikn bagus nya dimana dong bang wkwkwkw pengen tau serius. Lebih logis mana bangun kota dari 0 atau upgrade kota yang udah ada? Coba pikir lagi oiya udh resmi dibuka belum kata mulyono kapan yaa dibukanya hehehe,contoh bagus bang ken tau serius logis bangun kota kota coba pikir resmi buka buka,positif
Pedang dan Trisula IKN: Rudal KHAN &amp; HİSAR Jadi Sinyal Kekuatan Baru Ind...  lewat @YouTube,pedang trisula rudal sar sinyal kuat,negatif
@m0chapops loh ikn tuh jadi kah? kirain kota mati,loh kah kota mati,negatif
aku (bukan pendukung 02) mengerjakan tugas analisis IKN dengan senang hati (semoga),dukung kerja tugas analisis senang hati moga,positif
Kepolisian Daerah Kalimantan Timur Beserta seluruh staf dan jajaran mengucapkan: Pray For KMP Muchlisa 05 Mei di Perariran Kabupaten Penajam Paser Utara #polri #poldakaltim #divhumas #ibukotanusantara #Kaltim #IKN #mahakam ,polisi daerah timur staf jajar mei kabupaten najam paser utara,negatif
@ZeckJalendrow Ikan ya manteb lah bg ikn yang gak manteb .... ,ikan,negatif
@MariaAlkaff_ Indonesia ntar ada kampus di IKN dulu,indonesia kampus,negatif
@SigitWasito8 Jelas kok yg punya track record pembohong siapa? Dari mobil SMK sampai IKN sudah berapa kebohongan dibuat? Salah alamat demonya harusnya di solo,bohong mobil bohong salah alamat demo solo,negatif
@hellfiend833103 @SiLegendaHidup @alisyarief @jokowi Pembangunan yg mana? Ikn? Kan belum rampung. Tol? Kan dijual ke swasta jalannya,bangun rampung tol jual swasta jalan,positif
@PngAdilnR4kyt Gapapa semuaaaanya kan .ilik Jokowi Tanah bumi lautan hukum PSN IKN PIK dlllll semua milik Jokowi,tanah bumi laut hukum milik,negatif
Waduh penduduk yang duluan mendiami IKN adalah PSK.,duduk ami,negatif
@hueruf gw 01 nar bayangin nar satu kelas dari 40 orang itu cuman gw 01. Masih ingat banget dikatain gak nonton debat mereka selalu banggain ikn... ikn gak ada hasilnya aoakwokw,kelas orang cuman banget debat hasil,negatif
@kangkukanggg BJROTTT final di ikn Kyknya iya makanya itu ditenangin pak lurah,final iya lurah,negatif
@CakKhum IKN : Ibu Kota Ngesex .. open BO center,kota open,negatif
@detikcom @detikjatengcom Ah elaahhh lu jg bilang esemka bilang IKN udh byk investor ngantri dll dll udh anggap kita gk punya akal sehat buat bisa bedain mana yg suka ngibul mana yg jujur ,bilang bilang investor anggap akal sehat suka jujur,negatif
@kualikummall @urfairyn @kal_syah @sewverus IKN sekarang jadi Bagus kemakan media yang ngejatohin pemerintah mulu sih. Paparan udah banyak masalah IKN gausah nanya ke gue kalau urgent ama apa. Dikira transum juga gadiupgrade? gak selinear itu bangun negara.,bagus makan media perintah papar ama linear bangun negara,positif
@jokovvl @jokowi @DianSandiU @xquitavee @AndreasSolusi @mas_veel_ @Asosiasi_Korupt @Bambangmulyonoo @FDonghun @gtobing2903 @Gondo_Maruto @DedynurPalakka Ekonomi meroket se meroket meroketnyA Ikn antri investor se antri antri ny Mbl smk 6000 unit bahkan bingung 3/4 x lipat dan indent 3 tahun se inden inden nya Itu semua SUDAH tapi BLOM,ekonomi roket roket roket antri investor antri antri unit bingung lipat inden inden,negatif
@nosmoke_sanji @tanyakanrl Gw milih karna visi misi &amp; programnya bkn karna kejebak sama pencitraan di sosmed. Pas beliau bilang mau bikin program MBG sekelas menteri keuangan aja keberatan karna pemerintah lg habis2an baru bangun IKN. Terus yg paling parah wakilnya jg nabrak konstitusi. Kok pd tutup mata,visi misi program jebak citra pas beliau bilang bikin program kelas menteri uang berat perintah habis bangun parah wakil konstitusi tutup mata,negatif
@neVerAl0nely Biarkan IKN menggeliat mengikuti hukum alam ada gula ada semut drpd dihuni bnyk tikus ..,biar geliat hukum alam gula semut huni tikus,negatif
@Mdy_Asmara1701 @RizalVictor3 Kerjaan @jokowi yg cuma cari sensasi dengan tipuan2 IKN.,kerja cari sensasi tipu,negatif
@bukatapak @kompascom pengen penghematan anggaran? bubarkan itu IKN. kurangi penghasilan anggota dewan batasi wamen dan komisaris BUMN jalur sodokan parpol dan relawan. bukan malah fasis ke orang miskin,ken hemat anggar bubar hasil anggota dewan batas komisaris jalur sodok rawan fasis orang miskin,negatif
@ShandyHarahap @neVerAl0nely Yg ambisi bkin IKN aja npa mst pak Prabowo,ambisi,negatif
IKN Nusantara Kota Cerdas Masa Depan Indonesia ,nusantara kota cerdas indonesia,negatif
@Boediantar4 Walaupun video ini tidak menunjukkan siapa yg hadir dan siapa yang berbicara tapi Galfok sama isinya.. Danantara tidak ada dalam janji @prabowo sama halnya dengan @jokowi IKN tidak ada dalam janjinya artinya 11/12 ,video hadir bicara isi janji janji arti,negatif
@milkyrightway ikn : sehat a,sehat,negatif
ikn menjadikan indonesia lebih maju ,indonesia maju,positif
ikn menjadikan indonesia lebih maju ,indonesia maju,positif
ikn menjadikan indonesia lebih maju ,indonesia maju,positif
ikn menjadikan indonesia lebih maju ,indonesia maju,positif
ikn menjadikan indonesia lebih maju ,indonesia maju,positif
@liaasister Hah... Bisa²nya incarannya pekerja² IKN. Bukannya fokus kerja malah ngurusin hasrat.,incar kerja fokus kerja hasrat,negatif
@neVerAl0nely ikn ini sebenernya statusnya ape sih ibukota negara? njay kuproy ama yg modelan begini diembat juga? ,status ape negara ama model embat,negatif
Sejumlah lembaga internasional turut andil dalam kelanjutan pembangunan IKN. Seperti apa?,lembaga internasional andil bangun,positif
@MariaAlkaff_ Gak kaget mah...Mereka sudah ada seblm IKN berada...,kaget,negatif
Kaltim Tancap Gas Sambut IKN Ini 4 Fokus Pembangunan Besar 2025 2029 ,tancap gas sambut fokus bangun,positif
[HOAKS atau FAKTA]: Uang Zakat dan Infak Dipakai untuk Bangun Masjid di IKN ,fakta uang zakat infak pakai bangun masjid,positif
@MariaAlkaff_ innalillahi... IKN sepi di ramaikan PSK dan open BO Naudzubillah,sepi ramai open,negatif
@txtfromIR IKN dan Sihanoukville jadi sister city aja,ikn sihanoukville sister city,negatif
@MariaAlkaff_ Trik biar anak istri PNS yg ditugaskan ke IKN mau langsung ikut saat itu juga. Tau sendiri kan resikonya.,trik biar anak istri tugas langsung tau resiko,negatif
2024 gue 14 hari kerja di ikn emang banyak sih psk nya Ada hotel bintang 5 cuman 1 di ikn dan itu woow banget ,kerja emang hotel bintang cuman banget,negatif
@neVerAl0nely 2024 gue 14 hari kerja di ikn emang banyak sih psk nya,kerja emang,negatif
@Tan_Mar3M Selama menjabat presiden 2 priode harta jokowi ditaksir mencapai ribuan triliun dari hasil korupsi IKN Jiwasraya ASABRI Pertamina dll.,jabat presiden harta taksir capai ribu triliun hasil korupsi,negatif
Pak @prabowo apakah seorang Wakil Presiden bertingkah seenak udel terkait dunia pendidikan??? Yang harus dikedepankan itu adab dan moral anak bangsa. Yang urgent itu memperbaiki sekolah² rusak. Suruh ke IKN aja pak Wapresnya !!,orang wakil presiden ting enak udel kait dunia didik adab moral anak bangsa sekolah rusak suruh,negatif
@kompascom Gak penting sekolah lebih penting IKN dan KCJB walaupun tidak urgen yang penting keuangan negara bangkrut,sekolah urgen uang negara bangkrut,negatif
@liaasister Efek IKN sepi di ramaikan Para PSK dan open BO,efek sepi ramai open,negatif
@hariankompas Mungkin sengaja disesuaikan siap dgn peresmian penggunaan kantor presiden di IKN .,sengaja sesuai resmi kantor presiden,negatif
@Sumarno12998913 @DokterTifa IKN mendapat ratusan triliun dari APBN untung dimana? Pertanyaannya apa urgensinya IKN saat ini ?,ratus triliun untung urgensi,negatif
@neVerAl0nely We leh we leh jadi ini toh tujuan pembangunan IKN Ngedabrus tenan,tuju bangun,positif
'Prostitusi' gegara proyek #IKN (?),prostitusi proyek,negatif
IKN mendorong pengembangan infrastruktur modern dari transportasi cerdas hingga layanan publik digital. Hal ini akan meningkatkan kualitas hidup masyarakat dan memperkuat daya saing global Indonesia. #InfrastrukturModern #LayananDigital #IKNTangguh ,dorong kembang infrastruktur modern transportasi cerdas layan publik digital tingkat kualitas hidup masyarakat kuat daya saing global indonesia,positif
IKN jadi simbol transformasi bangsa menuju Indonesia Maju. Kota masa depan yang dibangun dengan semangat gotong royong. #IKNUntukIndonesia #PeradabanBaru #IndonesiaMaju ,simbol transformasi bangsa tuju indonesia maju kota bangun semangat gotong royong,positif
IKN dirancang sebagai kota hijau dan pintar. Ramah lingkungan modern dan berkelanjutan untuk generasi mendatang. #IKNHijau #SmartCityIndonesia #LingkunganLestari ,rancang kota hijau pintar ramah lingkung modern generasi,positif
Pembangunan IKN bukan sekadar pindah ibu kota tapi langkah nyata mewujudkan Indonesia yang adil dan merata dari Sabang sampai Merauke. #IKNNusantara #IndonesiaSentris #PemerataanPembangunan ,bangun pindah kota langkah nyata wujud indonesia adil sabang,positif
IKN Nusantara membuka peluang kerja investasi dan pemerataan ekonomi di luar Jawa. Masa depan Indonesia dimulai dari sini. #IKNNusantara #EkonomiMerata #MasaDepanIndonesia ,nusantara buka peluang kerja investasi perata ekonomi indonesia,positif
@MariaAlkaff_ IKN goes to Las Vegas City... Sy dukung IKN jadi Las Vegasnya Indonesia!!!!,las dukung las indonesia,positif
Harusnya Jokowi dan buzzernya tinggal dan menetap di IKN Jokowi mmg super sekali bohongnya,tinggal super bohong,negatif
@VIVAcoid Pemuja IKN silakan komen ,puja sila,negatif
Dukungan penuh terhadap pembangunan Ibu Kota Nusantara sebagai pusat pemerintahan baru yang hijau modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanBerkelanjutan #TransformasiIndonesia ,dukung penuh hadap bangun kota nusantara pusat perintah hijau modern,positif
Dukungan penuh terhadap pembangunan Ibu Kota Nusantara sebagai pusat pemerintahan baru yang hijau modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanBerkelanjutan #TransformasiIndonesia ,dukung penuh hadap bangun kota nusantara pusat perintah hijau modern,positif
Coba lihat berita jorok kotor yg di narasika oleh kaum blepotan memalukan sampai sampainya berani menarasikan berita berita yg jijik itu ngak seneng ngak apa apa kalian ngak usah lihat IKN dan IKN bukan buat kalian.,coba lihat berita jorok kotor kaum blepot malu berani narasi berita berita jijik neng lihat,negatif
@MartinusButarb1 Kalo udah jadi kemungkinan China bakal ekspor psk pak nya ke IKN.. ,kalo ekspor,negatif
@MariaAlkaff_ terima kasih jokowi akhirnya ada kegiatan perekonomian di IKN yg anda banggakan,terima kasih giat ekonomi bangga,positif
 Bukan sekadar pindah kota tapi pindah strategi! IKN siap jadi mesin ekonomi baru Indonesia! #SmartCityGemoy #IKNGoGreen #EfisienItuIKN ️ #NusantaraMajuTerus ,pindah kota pindah strategi mesin ekonomi indonesia,negatif
@KompasTV IKN aja sampai mabuk...,mabuk,negatif
@vanegar77 @jokovvl Ya udah kalo begini bagaimana: 472 investor antre masuk IKN.,kalo investor antre masuk,negatif
@neVerAl0nely Bukane emang itu tujuan utama nya DiBangun IKN ?? ‍,emang tuju utama bangun,positif
Waduh IKN jadi sarang Prostitusi bisa jadi kota lendir nih lama-lama.. Parah!! 4feed kamu enggak takot di serbu buzzer termul ya.. ,sarang prostitusi kota lendir parah serbu,negatif
fun run 5 km di ikn jika dirayakan pas musim buah sekaligus diadakan bazar buah buahan di ikn sebagai icon negara yang subur rasanya bagus,raya pas musim buah bazar buah buah negara subur bagus,positif
@DianSandiU Sepertinya emang dirancang buat kegaduhan berlarut-larut deh mas Meredakan issue-issue yang lebih penting. Macam pagar laut kelanjutan IKN bahkan progress pesanan ribuan armada ESEMKA. Saya curiga RS cs ini emang bagian dari gang Solo yang diciptakan untuk itu,emang rancang gaduh mas reda pagar laut pesan ribu armada curiga emang gang solo cipta,negatif
@alisyarief Preman pindahkan ke IKN aja biar sana rame ..,preman pindah biar,negatif
Kota Baru Luka Lama Mereka bilang IKN adalah simbol masa depan Kota pintar pusat peradaban tapi belum genap fondasinya mengering bau transaksi tubuh sudah lebih dulu menetap. Bukan negara yang mengirim para PSK tapi negara yang membiarkan ruang tumbuhnya. Ketika ribuan,kota luka bilang simbol kota pintar pusat adab genap fondasi ering bau transaksi tubuh negara kirim negara biar ruang tumbuh ribu,positif
@MariaAlkaff_ Perlu PSK dulu biar ASN yg datangvke IKN ada hiburan gak kuat klo disanan sepi..,biar hibur kuat sepi,negatif
Astaghfirullah .. open BO marak nih di IKN Penghuni IKN kok malah banyak PSK begini .. ya Fenomena ini memicu keresahan sosial dan tantangan bagi penegakan hukum setempat.  ,open marak huni fenomena picu resah sosial tantang tega hukum,negatif
@tham878 Yg daftar mau beli esemka udah 6 jt mau hitung jumlah like?? Wkwkwkwk Mending kumpulin 120 investor ikn dari Singapura,daftar beli hitung mending investor,negatif
Penghuni pertama IKN justru PSK ,huni,negatif
Penghuni pertama IKN bukanlah ASN tapi PSK ,huni,negatif
Salut sama abangnya.Selanjutnya buat tugu ini ya mas taruh depan IKN ,salut tugu mas taruh,negatif
@barcastap beliau katakan tetap kawal Proyek IKN yang lenyap hilang dari Pemberitaan ,beliau kawal proyek lenyap hilang berita,negatif
Gimana gus @AgusYudhoyono . Ternyata bener kamu. IKN di paksakan hutang membengkak.,gus nyata paksa hutang bengkak,negatif
@CakKhum Salah satu jamaah saya tanahnya disewa kontraktor IKN sampai bulan 6 tahun depan. tapi hari ini kantor tsb sudah tidak ada aktifitas bahkan beberapa kali jamaah saya datang tidak ada orang sama sekali,salah jamaah tanah sewa kontraktor kantor kali jamaah orang,negatif
@20haee @ikabjagi mau ikn day6,ikn day,negatif
GUE JADI KEINGET WAK pas nonton debat cawapres nih orang ngomongin ikn ikn mulu sampe gue ama adek gue misuh nih orang ngomongin ikn mulu ,wak pas debat orang ama misuh orang,negatif
Pelaksanaan Proses Indetifikasi Penerbitan SIM. #polantashadir #polripresisi #korlantas #ibukotanusantara #ikn #polresppu #satlantasppu #polri ,laksana proses terbit,negatif
@TukangParaf @PNS_Ababil Pemprov jabar itu menampung PNS pusat/kementrian yg takut atau phobia pindah ke IKN bukan seleksi ,jabar tampung takut pindah seleksi,negatif
@MariaAlkaff_ Naudzubillahimindzalik kok bisa lolos ke IKN ?? Kumaha pengawasanana yeuh ?? Indonesia gelap makin penuh luka??,lolos maha indonesia gelap penuh luka,negatif
@MariaAlkaff_ IKN negara yang sungguh sangat hebat,negara sungguh hebat,positif
@Ind1509 @KompasTV Ibu Kota Nusantara (IKN) belum menjadi ibu kota negara Indonesia hingga Mei 2025; Jakarta masih berfungsi sebagai ibu kota. Pembangunan IKN di Kalimantan Timur sedang berlangsung dimulai sejak 2022 dengan target selesai penuh pada 2045. Otorita IKN direncanakan pindah ke sana,kota nusantara kota negara indonesia mei fungsi kota bangun timur langsung target selesai penuh rencana pindah,positif
@MariaAlkaff_ Untung saya ga dipusat Umm..ga ikut ke ikn ,untung pusat,negatif
@Sumarno12998913 @DokterTifa Ke untungan proyek mangkrak ikn bagi kroni dan keluarga Mulyono,untung proyek kroni keluarga,negatif
@msaid_didu Kenapa mereka gak bikin negara sendiri aja do IKN? Sekalian angkut para pemujanya juga BuzzeRp nya. Biar negeri ini aman tenteram dan damai,bikin negara angkut puja biar negeri aman tenteram damai,negatif
@kusuma12197 @DokterTifa Dibilangin mending blow up IKN sama Esemka aja udah mati langkah Malah blow up ijazah yang REMEH itu,mending mati langkah ijazah remeh,negatif
Cerita Rocky Tentang beberapa Pengusaha yang ditipu oleh Pembangunan IKN... ,cerita usaha tipu bangun,positif
@kompascom Makanya knp juga hrs ada IKN......ya kan @jokowi.,knp hrs iknya,negatif
@KangManto123 Pejabat kok kerjanya cuma membual ke rakyat ngakunya siap 3 juta rumah kasusnya sama dgn investor IKN katanya ada ratusan yg minat,jabat kerja bual rakyat juta rumah investor ratus minat,negatif
@rendi078 @ferrykoto Apakah 60% rakyat di bawah garis kemiskinan itu pencapaian? Turun dari sejak SBY. SDM cerdas adalah segalanya bukan Kertajati &amp; IKN.,rakyat garis miskin capai turun cerdas,negatif
Mungkin warnanya tidak cocok di IKN,warna cocok,positif
@MariaAlkaff_ Kadang realita justru terdengar seperti satire. IKN digadang-gadang jadi simbol peradaban baru tapi yang duluan masuk justru hal yang kontradiktif. Ini bukan sekadar soal siapa duluan datang tapi cerminan dari prioritas dan kesiapan moral yang dipertaruhkan.,kadang dengar satire simbol adab masuk kontradiktif cermin prioritas kesiap moral taruh,negatif
@MariaAlkaff_ IKN LAWAK Orang udah mulai lupa tuh ikn Ladang korup ribuan triliun Pak Wo terdiam krn food estate gagal,lawak orang lupa ladang korup ribu triliun diam gagal,negatif
@Sumarno12998913 @DokterTifa IKN sudah jadi candi raksasa terbesar di dunia. Kemana aja lu? ,candi raksasa dunia,negatif
Inna lillahi wa inna ilaihi rooji uun!! Bukan ASN duluan yang masuk IKN tetapi PSK. Sc : YT Liputan 6 2 Mei 2025 ,lillahi masuk liput mei,negatif
Loh Padahal @jokowi Jajal Kereta Tanpa Rel di IKN (Tahun2024) Berharap Kota Lain Ikut Bikin Koq dikembalikan sih kan sdh di jajal / uji coba seharusnya kita Apresiasi ide cemerlang Jokowi &amp; kota lain hrs ikuti Kereta Tanpa Rel yg di pelopori oleh Jokowi ! ,loh jajal kereta rel harap kota bikin jajal uji coba apresiasi ide cemerlang kota kereta rel lopor,positif
@dixie_pp @sociotalker Nanggro Aceh Darussalam DI Jogja? Skrg IKN?,nanggro aceh darussalam jogja skrg ikn,negatif
Alhamdulillah ngga punya teman yang bela2in IKN,alhamdulillah teman bain,negatif
IKN= I love KAZUHA NAKAMURA ,ikn i love kazuha nakamura,negatif
@monyetpensiun @dipsyid Juancok budal IKN nggawe L300 gpp ta betis e wong iki,betis,negatif
@uwikajujaka @PrimaEtsa @secr3thm4nz56 Duit 11 ribu T ada disaku? Esemka laku 6000 unit .. mesin pertanian yg dipesan ..gak impor gak ngutang investor ratusan antri di ikn dll investor asing ada di ikn?,duit ribu saku laku unit mesin tani pes impor investor ratus antri investor asing,negatif
Kereta tanpa rel IKN dikembalikannke China. pengembalian dilakukan karena berdasar hasil penilaian hingga evaluasi ditemukan bahwa sistem autonomous dari trem otonom belum dapat berfungsi dengan baik. ,kereta rel laku dasar hasil nilai evaluasi temu sistem trem otonom fungsi,negatif
Sekjen PKS Sebut Program Pemprov Kaltim Sejalan dengan Pembangunan IKN .... Sayangnya @prabowo belum menunjukkan perhatiannya utk IKN.... Takut dibully diserang para pembenci Jokowi.... ,program jalan bangun sayang perhati takut serang benci,positif
