data_clean,lowercasing,remove_punctuation,tokenizing,stopword,stemming,sentiment
ape ikn ikn kalo kate maju maju per,saye gak bangge kalo nanye google tapi kemajuan ikn terlalu luar biase !!! amaztsing !!! apekah bener ikn udeh semaju itu seperi kate mereka  ??? ,saye gak bangge kalo nanye google tapi kemajuan ikn terlalu luar biase  amaztsing  apekah bener ikn udeh semaju itu seperi kate mereka   ,"[""saye"", ""tidak"", ""bangge"", ""kalo"", ""nanye"", ""google"", ""tapi"", ""kemajuan"", ""ikn"", ""terlalu"", ""luar"", ""biase"", ""amaztsing"", ""apekah"", ""bener"", ""ikn"", ""udeh"", ""semaju"", ""itu"", ""seperi"", ""kate"", ""mereka""]","[""saye"", ""bangge"", ""kalo"", ""nanye"", ""google"", ""kemajuan"", ""ikn"", ""biase"", ""amaztsing"", ""apekah"", ""bener"", ""ikn"", ""udeh"", ""semaju"", ""seperi"", ""kate""]","[""ape"", ""ikn"", ""ikn"", ""kalo"", ""kate"", ""maju"", ""maju"", ""per""]",positif
ajar bawa beli canggih coba curi harta ikn labrak lupa negara perintah pribadi sekali uang,kurang ajar nih jinping sebaiknya  perintahkan hercules untuk melabrak mereka yang mencoba mencuri harta negara yang sudah dibeli jokowi dengan uang pribadinya utk mempercanggih ikn. jangan lupa bawa silvester sekalian‼️,kurang ajar nih jinping sebaiknya  perintahkan hercules untuk melabrak mereka yang mencoba mencuri harta negara yang sudah dibeli jokowi dengan uang pribadinya utk mempercanggih ikn jangan lupa bawa silvester sekalian‼️,"[""kurang"", ""ajar"", ""nih"", ""jinping"", ""sebaiknya"", ""perintahkan"", ""hercules"", ""untuk"", ""melabrak"", ""mereka"", ""yang"", ""mencoba"", ""mencuri"", ""harta"", ""negara"", ""yang"", ""sudah"", ""dibeli"", ""jokowi"", ""dengan"", ""uang"", ""pribadinya"", ""utk"", ""mempercanggih"", ""ikn"", ""jangan"", ""lupa"", ""bawa"", ""silvester"", ""sekalian‼️""]","[""ajar"", ""jinping"", ""perintahkan"", ""hercules"", ""melabrak"", ""mencoba"", ""mencuri"", ""harta"", ""negara"", ""dibeli"", ""jokowi"", ""uang"", ""pribadinya"", ""utk"", ""mempercanggih"", ""ikn"", ""lupa"", ""bawa"", ""silvester"", ""sekalian‼️""]","[""ajar"", ""bawa"", ""beli"", ""canggih"", ""coba"", ""curi"", ""harta"", ""ikn"", ""labrak"", ""lupa"", ""negara"", ""perintah"", ""pribadi"", ""sekali"", ""uang""]",negatif
antri asing bahasa ikn investor, itu seprti bahasa mul investor asing antri untuk invest di ikn , itu seprti bahasa mul investor asing antri untuk invest di ikn ,"[""itu"", ""seprti"", ""bahasa"", ""mul"", ""investor"", ""asing"", ""antri"", ""untuk"", ""invest"", ""di"", ""ikn""]","[""seprti"", ""bahasa"", ""mul"", ""investor"", ""asing"", ""antri"", ""invest"", ""ikn""]","[""antri"", ""asing"", ""bahasa"", ""ikn"", ""investor""]",negatif
bawah beasiswa buang detail didik duit harus ikn inti kerja kualitas lapang pakai perata proyek rakyat signifikan tau tengah tingkat tingkat, ga tau detail nya tapi intinya proyek ikn ini buang duit yang seharus nya bisa dipakai untuk hal yg lebih urgent. misalnya meningkatkan lapangan kerja scr signifikan pemerataan kualitas pendidikan tingkatkan beasiswa ptn untuk rakyat menengah kebawah dll, ga tau detail nya tapi intinya proyek ikn ini buang duit yang seharus nya bisa dipakai untuk hal yg lebih urgent misalnya meningkatkan lapangan kerja scr signifikan pemerataan kualitas pendidikan tingkatkan beasiswa ptn untuk rakyat menengah kebawah dll,"[""tidak"", ""tau"", ""detail"", ""nya"", ""tapi"", ""intinya"", ""proyek"", ""ikn"", ""ini"", ""buang"", ""duit"", ""yang"", ""seharus"", ""nya"", ""bisa"", ""dipakai"", ""untuk"", ""hal"", ""yg"", ""lebih"", ""urgent"", ""misalnya"", ""meningkatkan"", ""lapangan"", ""kerja"", ""scr"", ""signifikan"", ""pemerataan"", ""kualitas"", ""pendidikan"", ""tingkatkan"", ""beasiswa"", ""ptn"", ""untuk"", ""rakyat"", ""menengah"", ""kebawah"", ""dll""]","[""tau"", ""detail"", ""intinya"", ""proyek"", ""ikn"", ""buang"", ""duit"", ""seharus"", ""dipakai"", ""urgent"", ""meningkatkan"", ""lapangan"", ""kerja"", ""scr"", ""signifikan"", ""pemerataan"", ""kualitas"", ""pendidikan"", ""tingkatkan"", ""beasiswa"", ""ptn"", ""rakyat"", ""menengah"", ""kebawah"", ""dll""]","[""bawah"", ""beasiswa"", ""buang"", ""detail"", ""didik"", ""duit"", ""harus"", ""ikn"", ""inti"", ""kerja"", ""kualitas"", ""lapang"", ""pakai"", ""perata"", ""proyek"", ""rakyat"", ""signifikan"", ""tau"", ""tengah"", ""tingkat"", ""tingkat""]",negatif
alat artis hambur ikn ikn kembali main pesta sirkus sirkus sirkus, peralatan sirkus dikembalikan... pesta telah usai... pemain² sirkus ikn artis² sirkus ikn berhamburan, peralatan sirkus dikembalikan pesta telah usai pemain² sirkus ikn artis² sirkus ikn berhamburan,"[""peralatan"", ""sirkus"", ""dikembalikan"", ""pesta"", ""telah"", ""usai"", ""pemain²"", ""sirkus"", ""ikn"", ""artis²"", ""sirkus"", ""ikn"", ""berhamburan""]","[""peralatan"", ""sirkus"", ""dikembalikan"", ""pesta"", ""pemain²"", ""sirkus"", ""ikn"", ""artis²"", ""sirkus"", ""ikn"", ""berhamburan""]","[""alat"", ""artis"", ""hambur"", ""ikn"", ""ikn"", ""kembali"", ""main"", ""pesta"", ""sirkus"", ""sirkus"", ""sirkus""]",negatif
guru hadiah hasil ikn indonesia indonesia iya iya kerja kerja mata nikmat picing rakyat rakyat triliun urus,ini hanya ngigau  makanya hasilnya pun ya rakyat indonesia diminta picing mata! sepertinya kpk kurang kerjaan ngurusin hadiah gurulah ini urus ikn sana iya ngk  masa iya sudah triliun tapi belum bisa dinikmati rakyat indonesia ingat  lagi kerja,ini hanya ngigau  makanya hasilnya pun ya rakyat indonesia diminta picing mata sepertinya kpk kurang kerjaan ngurusin hadiah gurulah ini urus ikn sana iya ngk  masa iya sudah triliun tapi belum bisa dinikmati rakyat indonesia ingat  lagi kerja,"[""ini"", ""hanya"", ""ngigau"", ""makanya"", ""hasilnya"", ""pun"", ""ya"", ""rakyat"", ""indonesia"", ""diminta"", ""picing"", ""mata"", ""sepertinya"", ""kpk"", ""kurang"", ""kerjaan"", ""ngurusin"", ""hadiah"", ""gurulah"", ""ini"", ""urus"", ""ikn"", ""sana"", ""iya"", ""ngk"", ""masa"", ""iya"", ""sudah"", ""triliun"", ""tapi"", ""belum"", ""bisa"", ""dinikmati"", ""rakyat"", ""indonesia"", ""ingat"", ""lagi"", ""kerja""]","[""ngigau"", ""hasilnya"", ""rakyat"", ""indonesia"", ""picing"", ""mata"", ""kpk"", ""kerjaan"", ""ngurusin"", ""hadiah"", ""gurulah"", ""urus"", ""ikn"", ""iya"", ""ngk"", ""iya"", ""triliun"", ""dinikmati"", ""rakyat"", ""indonesia"", ""kerja""]","[""guru"", ""hadiah"", ""hasil"", ""ikn"", ""indonesia"", ""indonesia"", ""iya"", ""iya"", ""kerja"", ""kerja"", ""mata"", ""nikmat"", ""picing"", ""rakyat"", ""rakyat"", ""triliun"", ""urus""]",negatif
ali awi benar coba coba deputi fungsi hasil ikn ikn kembali kembali kereta kereta optimal otonom rel sesuai sistem tonton uji uji video,kereta tanpa rel ikn dikembalikan ke china! deputi otorita ikn ali berawi membenarkan bahwa kereta otonom atau art dikembalikan ke china setelah hasil uji coba menunjukkan sistemnya belum berfungsi optimal. uji coba ini bagian dari poc sesuai inpres no. /. tonton video ,kereta tanpa rel ikn dikembalikan ke china deputi otorita ikn ali berawi membenarkan bahwa kereta otonom atau art dikembalikan ke china setelah hasil uji coba menunjukkan sistemnya belum berfungsi optimal uji coba ini bagian dari poc sesuai inpres no  tonton video ,"[""kereta"", ""tanpa"", ""rel"", ""ikn"", ""dikembalikan"", ""ke"", ""china"", ""deputi"", ""otorita"", ""ikn"", ""ali"", ""berawi"", ""membenarkan"", ""bahwa"", ""kereta"", ""otonom"", ""atau"", ""art"", ""dikembalikan"", ""ke"", ""china"", ""setelah"", ""hasil"", ""uji"", ""coba"", ""menunjukkan"", ""sistemnya"", ""belum"", ""berfungsi"", ""optimal"", ""uji"", ""coba"", ""ini"", ""bagian"", ""dari"", ""poc"", ""sesuai"", ""inpres"", ""no"", ""tonton"", ""video""]","[""kereta"", ""rel"", ""ikn"", ""dikembalikan"", ""china"", ""deputi"", ""otorita"", ""ikn"", ""ali"", ""berawi"", ""membenarkan"", ""kereta"", ""otonom"", ""art"", ""dikembalikan"", ""china"", ""hasil"", ""uji"", ""coba"", ""sistemnya"", ""berfungsi"", ""optimal"", ""uji"", ""coba"", ""poc"", ""sesuai"", ""inpres"", ""no"", ""tonton"", ""video""]","[""ali"", ""awi"", ""benar"", ""coba"", ""coba"", ""deputi"", ""fungsi"", ""hasil"", ""ikn"", ""ikn"", ""kembali"", ""kembali"", ""kereta"", ""kereta"", ""optimal"", ""otonom"", ""rel"", ""sesuai"", ""sistem"", ""tonton"", ""uji"", ""uji"", ""video""]",positif
ikn kah ketemu tanda,argan ngeshare gt ke gdm tandanya dia mau ke ikn buat ketemu psk kah?️,argan ngeshare gt ke gdm tandanya dia mau ke ikn buat ketemu psk kah️,"[""argan"", ""ngeshare"", ""gt"", ""ke"", ""gdm"", ""tandanya"", ""dia"", ""mau"", ""ke"", ""ikn"", ""buat"", ""ketemu"", ""psk"", ""kah️""]","[""argan"", ""ngeshare"", ""gt"", ""gdm"", ""tandanya"", ""ikn"", ""ketemu"", ""psk"", ""kah️""]","[""ikn"", ""kah"", ""ketemu"", ""tanda""]",negatif
dahulu ikn investor masuk suka, kayak pendahulunya yg suka halu banyak investor masuk ikn , kayak pendahulunya yg suka halu banyak investor masuk ikn ,"[""kayak"", ""pendahulunya"", ""yg"", ""suka"", ""halu"", ""banyak"", ""investor"", ""masuk"", ""ikn""]","[""pendahulunya"", ""suka"", ""halu"", ""investor"", ""masuk"", ""ikn""]","[""dahulu"", ""ikn"", ""investor"", ""masuk"", ""suka""]",negatif
audit ikn periksa proyek, audit dan periksa proyek ikn, audit dan periksa proyek ikn,"[""audit"", ""dan"", ""periksa"", ""proyek"", ""ikn""]","[""audit"", ""periksa"", ""proyek"", ""ikn""]","[""audit"", ""ikn"", ""periksa"", ""proyek""]",negatif
bang ikn karma kritik langsung, mungkin karma bang karna dulu tiap ada yang kritik ikn jokwi langsung poto di hambalang, mungkin karma bang karna dulu tiap ada yang kritik ikn jokwi langsung poto di hambalang,"[""mungkin"", ""karma"", ""bang"", ""karna"", ""dulu"", ""tiap"", ""ada"", ""yang"", ""kritik"", ""ikn"", ""jokwi"", ""langsung"", ""poto"", ""di"", ""hambalang""]","[""karma"", ""bang"", ""karna"", ""kritik"", ""ikn"", ""jokwi"", ""langsung"", ""poto"", ""hambalang""]","[""bang"", ""ikn"", ""karma"", ""kritik"", ""langsung""]",negatif
audit batal ikn, batalkan dan audit ikn, batalkan dan audit ikn,"[""batalkan"", ""dan"", ""audit"", ""ikn""]","[""batalkan"", ""audit"", ""ikn""]","[""audit"", ""batal"", ""ikn""]",negatif
agustus ikn lihat presiden upacara, kita lihat nanti apakah presiden prabowo mau upacara  agustus nanti di ikn ?????, kita lihat nanti apakah presiden prabowo mau upacara  agustus nanti di ikn ,"[""kita"", ""lihat"", ""nanti"", ""apakah"", ""presiden"", ""prabowo"", ""mau"", ""upacara"", ""agustus"", ""nanti"", ""di"", ""ikn""]","[""lihat"", ""presiden"", ""prabowo"", ""upacara"", ""agustus"", ""ikn""]","[""agustus"", ""ikn"", ""lihat"", ""presiden"", ""upacara""]",negatif
ikn sosok tunggu,sosok penunggu ikn,sosok penunggu ikn,"[""sosok"", ""penunggu"", ""ikn""]","[""sosok"", ""penunggu"", ""ikn""]","[""ikn"", ""sosok"", ""tunggu""]",negatif
bareng ikn kerja kompas kota optimis,dengan iot g smart traffic lights dan kerja sama sky taxi bareng hyundai ikn tetap optimis jadi kota masa depan. : kompas com : vitoesoulasthree (ig) |,dengan iot g smart traffic lights dan kerja sama sky taxi bareng hyundai ikn tetap optimis jadi kota masa depan  kompas com  vitoesoulasthree ig ,"[""dengan"", ""iot"", ""g"", ""smart"", ""traffic"", ""lights"", ""dan"", ""kerja"", ""sama"", ""sky"", ""taxi"", ""bareng"", ""hyundai"", ""ikn"", ""tetap"", ""optimis"", ""jadi"", ""kota"", ""masa"", ""depan"", ""kompas"", ""com"", ""vitoesoulasthree"", ""ig""]","[""iot"", ""g"", ""smart"", ""traffic"", ""lights"", ""kerja"", ""sky"", ""taxi"", ""bareng"", ""hyundai"", ""ikn"", ""optimis"", ""kota"", ""kompas"", ""com"", ""vitoesoulasthree"", ""ig""]","[""bareng"", ""ikn"", ""kerja"", ""kompas"", ""kota"", ""optimis""]",negatif
ali aplikasi armada awi baik biar bilang bus deputi fokus gampang ikn ikn kirim listrik listrik pesan sepeda taksi teknologi terbang warga,deputi otorita ikn mohammed ali berawi bilang armada sudah dikirim balik supaya teknologinya diperbaiki. meski begitu ikn tetap fokus ke smart mobility siap luncurin aplikasi maas biar warga gampang pesan bus listrik sepeda listrik sampai taksi terbang. lanjut ⇣,deputi otorita ikn mohammed ali berawi bilang armada sudah dikirim balik supaya teknologinya diperbaiki meski begitu ikn tetap fokus ke smart mobility siap luncurin aplikasi maas biar warga gampang pesan bus listrik sepeda listrik sampai taksi terbang lanjut ⇣,"[""deputi"", ""otorita"", ""ikn"", ""mohammed"", ""ali"", ""berawi"", ""bilang"", ""armada"", ""sudah"", ""dikirim"", ""balik"", ""supaya"", ""teknologinya"", ""diperbaiki"", ""meski"", ""begitu"", ""ikn"", ""tetap"", ""fokus"", ""ke"", ""smart"", ""mobility"", ""siap"", ""luncurin"", ""aplikasi"", ""maas"", ""biar"", ""warga"", ""gampang"", ""pesan"", ""bus"", ""listrik"", ""sepeda"", ""listrik"", ""sampai"", ""taksi"", ""terbang"", ""lanjut"", ""⇣""]","[""deputi"", ""otorita"", ""ikn"", ""mohammed"", ""ali"", ""berawi"", ""bilang"", ""armada"", ""dikirim"", ""teknologinya"", ""diperbaiki"", ""ikn"", ""fokus"", ""smart"", ""mobility"", ""luncurin"", ""aplikasi"", ""maas"", ""biar"", ""warga"", ""gampang"", ""pesan"", ""bus"", ""listrik"", ""sepeda"", ""listrik"", ""taksi"", ""terbang"", ""⇣""]","[""ali"", ""aplikasi"", ""armada"", ""awi"", ""baik"", ""biar"", ""bilang"", ""bus"", ""deputi"", ""fokus"", ""gampang"", ""ikn"", ""ikn"", ""kirim"", ""listrik"", ""listrik"", ""pesan"", ""sepeda"", ""taksi"", ""teknologi"", ""terbang"", ""warga""]",positif
agustus buat coba gagal gas ikn jalan kembali kereta kota nusantara oktober otomatis rel uji uji,ibu kota nusantara (ikn) terus gas jadi smart city meski uji coba kereta tanpa rel (art) dari china gagal dan akhirnya dikembalikan. art buatan crrc qingdao sifang diuji agustus oktober  tapi belum bisa jalan otomatis. lanjut ⇣ ,ibu kota nusantara ikn terus gas jadi smart city meski uji coba kereta tanpa rel art dari china gagal dan akhirnya dikembalikan art buatan crrc qingdao sifang diuji agustus oktober  tapi belum bisa jalan otomatis lanjut ⇣ ,"[""ibu"", ""kota"", ""nusantara"", ""ikn"", ""terus"", ""gas"", ""jadi"", ""smart"", ""city"", ""meski"", ""uji"", ""coba"", ""kereta"", ""tanpa"", ""rel"", ""art"", ""dari"", ""china"", ""gagal"", ""dan"", ""akhirnya"", ""dikembalikan"", ""art"", ""buatan"", ""crrc"", ""qingdao"", ""sifang"", ""diuji"", ""agustus"", ""oktober"", ""tapi"", ""belum"", ""bisa"", ""jalan"", ""otomatis"", ""lanjut"", ""⇣""]","[""kota"", ""nusantara"", ""ikn"", ""gas"", ""smart"", ""city"", ""uji"", ""coba"", ""kereta"", ""rel"", ""art"", ""china"", ""gagal"", ""dikembalikan"", ""art"", ""buatan"", ""crrc"", ""qingdao"", ""sifang"", ""diuji"", ""agustus"", ""oktober"", ""jalan"", ""otomatis"", ""⇣""]","[""agustus"", ""buat"", ""coba"", ""gagal"", ""gas"", ""ikn"", ""jalan"", ""kembali"", ""kereta"", ""kota"", ""nusantara"", ""oktober"", ""otomatis"", ""rel"", ""uji"", ""uji""]",negatif
bahan ijazah ikn isu isu kritik mas palsu receh substansial suka tuju, setuju mas! saya juga suka nyindir jokowi soal isu nepo dan cawe-cawe. tapi soal ijazah palsu itu kayak recehan bgt padahal ada isu yg lebih substansial kayak masa depan ikn yg bisa jadi bahan kritikan, setuju mas saya juga suka nyindir jokowi soal isu nepo dan cawecawe tapi soal ijazah palsu itu kayak recehan bgt padahal ada isu yg lebih substansial kayak masa depan ikn yg bisa jadi bahan kritikan,"[""setuju"", ""mas"", ""saya"", ""juga"", ""suka"", ""nyindir"", ""jokowi"", ""soal"", ""isu"", ""nepo"", ""dan"", ""cawecawe"", ""tapi"", ""soal"", ""ijazah"", ""palsu"", ""itu"", ""kayak"", ""recehan"", ""bgt"", ""padahal"", ""ada"", ""isu"", ""yg"", ""lebih"", ""substansial"", ""kayak"", ""masa"", ""depan"", ""ikn"", ""yg"", ""bisa"", ""jadi"", ""bahan"", ""kritikan""]","[""setuju"", ""mas"", ""suka"", ""nyindir"", ""jokowi"", ""isu"", ""nepo"", ""cawecawe"", ""ijazah"", ""palsu"", ""recehan"", ""bgt"", ""isu"", ""substansial"", ""ikn"", ""bahan"", ""kritikan""]","[""bahan"", ""ijazah"", ""ikn"", ""isu"", ""isu"", ""kritik"", ""mas"", ""palsu"", ""receh"", ""substansial"", ""suka"", ""tuju""]",negatif
bikin film ikn, pak men kapan bikin film di ikn?, pak men kapan bikin film di ikn,"[""pak"", ""men"", ""kapan"", ""bikin"", ""film"", ""di"", ""ikn""]","[""men"", ""bikin"", ""film"", ""ikn""]","[""bikin"", ""film"", ""ikn""]",negatif
bikin candi ikn,ya mulai kerjain lah... bikin candi sebesar hambalang dan ikn aja bisa...,ya mulai kerjain lah bikin candi sebesar hambalang dan ikn aja bisa,"[""ya"", ""mulai"", ""kerjain"", ""lah"", ""bikin"", ""candi"", ""sebesar"", ""hambalang"", ""dan"", ""ikn"", ""aja"", ""bisa""]","[""kerjain"", ""bikin"", ""candi"", ""hambalang"", ""ikn""]","[""bikin"", ""candi"", ""ikn""]",negatif
bawa cak ikn pilih silah solo, dibawa ke solo atau ikn. silahkan pilih cak , dibawa ke solo atau ikn silahkan pilih cak ,"[""dibawa"", ""ke"", ""solo"", ""atau"", ""ikn"", ""silahkan"", ""pilih"", ""cak""]","[""dibawa"", ""solo"", ""ikn"", ""silahkan"", ""pilih"", ""cak""]","[""bawa"", ""cak"", ""ikn"", ""pilih"", ""silah"", ""solo""]",negatif
balas banget bangun dasar fasilitas ibukota ikn jasa jual kantor kawasan milik milik murah nafsu negara negara oligarki operasional pindah tanah tri,  lagian  nafsu banget balas jasa ke bohir. stlh kawasan property milik oligarki di jakarta-bandung difasilitasi kcic. lanjut mau jual murah ke mereka berupa tanah dan bangunan milik negara (kantor kementrian dll) dgn memindahkan operasional ibukota negara ke ikn. dasar taik,  lagian  nafsu banget balas jasa ke bohir stlh kawasan property milik oligarki di jakartabandung difasilitasi kcic lanjut mau jual murah ke mereka berupa tanah dan bangunan milik negara kantor kementrian dll dgn memindahkan operasional ibukota negara ke ikn dasar taik,"[""lagian"", ""nafsu"", ""banget"", ""balas"", ""jasa"", ""ke"", ""bohir"", ""stlh"", ""kawasan"", ""property"", ""milik"", ""oligarki"", ""di"", ""jakartabandung"", ""difasilitasi"", ""kcic"", ""lanjut"", ""mau"", ""jual"", ""murah"", ""ke"", ""mereka"", ""berupa"", ""tanah"", ""dan"", ""bangunan"", ""milik"", ""negara"", ""kantor"", ""kementrian"", ""dll"", ""dgn"", ""memindahkan"", ""operasional"", ""ibukota"", ""negara"", ""ke"", ""ikn"", ""dasar"", ""taik""]","[""nafsu"", ""banget"", ""balas"", ""jasa"", ""bohir"", ""stlh"", ""kawasan"", ""property"", ""milik"", ""oligarki"", ""jakartabandung"", ""difasilitasi"", ""kcic"", ""jual"", ""murah"", ""tanah"", ""bangunan"", ""milik"", ""negara"", ""kantor"", ""kementrian"", ""dll"", ""dgn"", ""memindahkan"", ""operasional"", ""ibukota"", ""negara"", ""ikn"", ""dasar"", ""taik""]","[""balas"", ""banget"", ""bangun"", ""dasar"", ""fasilitas"", ""ibukota"", ""ikn"", ""jasa"", ""jual"", ""kantor"", ""kawasan"", ""milik"", ""milik"", ""murah"", ""nafsu"", ""negara"", ""negara"", ""oligarki"", ""operasional"", ""pindah"", ""tanah"", ""tri""]",negatif
isi main mang manggung sirkus, mang isinya pemain sirkus ya yg manggung di.ikn, mang isinya pemain sirkus ya yg manggung diikn,"[""mang"", ""isinya"", ""pemain"", ""sirkus"", ""ya"", ""yg"", ""manggung"", ""diikn""]","[""mang"", ""isinya"", ""pemain"", ""sirkus"", ""manggung"", ""diikn""]","[""isi"", ""main"", ""mang"", ""manggung"", ""sirkus""]",negatif
alas beli beli ikn jalan jalan siap,alasan beli: persiapan trail hiking ke ikn ️ jalan jalan di mall khususnya pp ️ ya kebetulan bisa beli aja ,alasan beli persiapan trail hiking ke ikn ️ jalan jalan di mall khususnya pp ️ ya kebetulan bisa beli aja ,"[""alasan"", ""beli"", ""persiapan"", ""trail"", ""hiking"", ""ke"", ""ikn"", ""️"", ""jalan"", ""jalan"", ""di"", ""mall"", ""khususnya"", ""pp"", ""️"", ""ya"", ""kebetulan"", ""bisa"", ""beli"", ""aja""]","[""alasan"", ""beli"", ""persiapan"", ""trail"", ""hiking"", ""ikn"", ""️"", ""jalan"", ""jalan"", ""mall"", ""pp"", ""️"", ""beli""]","[""alas"", ""beli"", ""beli"", ""ikn"", ""jalan"", ""jalan"", ""siap""]",negatif
citra ikn kembali kereta pandang politik rel,legacy berakhir kereta tanpa rel pun dikembalikan dari ikn ke china. semuanya simulakra demikian pandangan baudrillard dan nietzsche tentang politik citra . ,legacy berakhir kereta tanpa rel pun dikembalikan dari ikn ke china semuanya simulakra demikian pandangan baudrillard dan nietzsche tentang politik citra  ,"[""legacy"", ""berakhir"", ""kereta"", ""tanpa"", ""rel"", ""pun"", ""dikembalikan"", ""dari"", ""ikn"", ""ke"", ""china"", ""semuanya"", ""simulakra"", ""demikian"", ""pandangan"", ""baudrillard"", ""dan"", ""nietzsche"", ""tentang"", ""politik"", ""citra""]","[""legacy"", ""kereta"", ""rel"", ""dikembalikan"", ""ikn"", ""china"", ""simulakra"", ""pandangan"", ""baudrillard"", ""nietzsche"", ""politik"", ""citra""]","[""citra"", ""ikn"", ""kembali"", ""kereta"", ""pandang"", ""politik"", ""rel""]",negatif
dana ikn kaya nilai nol ucap, ucapannya sama kaya waktu ngomong ikn ngga pke dana apbn nilainya nol..!!!, ucapannya sama kaya waktu ngomong ikn ngga pke dana apbn nilainya nol,"[""ucapannya"", ""sama"", ""kaya"", ""waktu"", ""ngomong"", ""ikn"", ""tidak"", ""pke"", ""dana"", ""apbn"", ""nilainya"", ""nol""]","[""ucapannya"", ""kaya"", ""ngomong"", ""ikn"", ""pke"", ""dana"", ""apbn"", ""nilainya"", ""nol""]","[""dana"", ""ikn"", ""kaya"", ""nilai"", ""nol"", ""ucap""]",negatif
buka ikn janji juta kerja lapang sesuai, ikn membuka jutaan lapangan pekerjaan sesuai janji jokowi, ikn membuka jutaan lapangan pekerjaan sesuai janji jokowi,"[""ikn"", ""membuka"", ""jutaan"", ""lapangan"", ""pekerjaan"", ""sesuai"", ""janji"", ""jokowi""]","[""ikn"", ""membuka"", ""jutaan"", ""lapangan"", ""pekerjaan"", ""sesuai"", ""janji"", ""jokowi""]","[""buka"", ""ikn"", ""janji"", ""juta"", ""kerja"", ""lapang"", ""sesuai""]",negatif
angkut biaya cina cina doang ikn ikn tanggung, untuk dipamerin doang eh biaya pengangkutan dari cina ke ikn terus dari ikn ke cina siapa yg tanggung ya, untuk dipamerin doang eh biaya pengangkutan dari cina ke ikn terus dari ikn ke cina siapa yg tanggung ya,"[""untuk"", ""dipamerin"", ""doang"", ""eh"", ""biaya"", ""pengangkutan"", ""dari"", ""cina"", ""ke"", ""ikn"", ""terus"", ""dari"", ""ikn"", ""ke"", ""cina"", ""siapa"", ""yg"", ""tanggung"", ""ya""]","[""dipamerin"", ""doang"", ""eh"", ""biaya"", ""pengangkutan"", ""cina"", ""ikn"", ""ikn"", ""cina"", ""tanggung""]","[""angkut"", ""biaya"", ""cina"", ""cina"", ""doang"", ""ikn"", ""ikn"", ""tanggung""]",negatif
gedung ikn pojok, pov pojokan gedung ikn rn, pov pojokan gedung ikn rn,"[""pov"", ""pojokan"", ""gedung"", ""ikn"", ""rn""]","[""pov"", ""pojokan"", ""gedung"", ""ikn"", ""rn""]","[""gedung"", ""ikn"", ""pojok""]",negatif
aplikasi bagi belanja ikn kartu pos sumber visa,udah tahu belum? ini cara membelanjakan pi coin dengan kartu visa sumber: ikn pos  dibagikan melalui aplikasi google,udah tahu belum ini cara membelanjakan pi coin dengan kartu visa sumber ikn pos  dibagikan melalui aplikasi google,"[""udah"", ""tahu"", ""belum"", ""ini"", ""cara"", ""membelanjakan"", ""pi"", ""coin"", ""dengan"", ""kartu"", ""visa"", ""sumber"", ""ikn"", ""pos"", ""dibagikan"", ""melalui"", ""aplikasi"", ""google""]","[""udah"", ""membelanjakan"", ""pi"", ""coin"", ""kartu"", ""visa"", ""sumber"", ""ikn"", ""pos"", ""dibagikan"", ""aplikasi"", ""google""]","[""aplikasi"", ""bagi"", ""belanja"", ""ikn"", ""kartu"", ""pos"", ""sumber"", ""visa""]",negatif
aplikasi bagi dampak harga ikn juta lepas pos prediksi sumber,prediksi harga pi network: bagaimana dampak pelepasan $ juta token pada pi coin? sumber: ikn pos  dibagikan melalui aplikasi google,prediksi harga pi network bagaimana dampak pelepasan  juta token pada pi coin sumber ikn pos  dibagikan melalui aplikasi google,"[""prediksi"", ""harga"", ""pi"", ""network"", ""bagaimana"", ""dampak"", ""pelepasan"", ""juta"", ""token"", ""pada"", ""pi"", ""coin"", ""sumber"", ""ikn"", ""pos"", ""dibagikan"", ""melalui"", ""aplikasi"", ""google""]","[""prediksi"", ""harga"", ""pi"", ""network"", ""dampak"", ""pelepasan"", ""juta"", ""token"", ""pi"", ""coin"", ""sumber"", ""ikn"", ""pos"", ""dibagikan"", ""aplikasi"", ""google""]","[""aplikasi"", ""bagi"", ""dampak"", ""harga"", ""ikn"", ""juta"", ""lepas"", ""pos"", ""prediksi"", ""sumber""]",negatif
cepat gantung ikn jelata prioritas rakyat stop stop, ikn stop mbg stop rasanya bisa lebih cepat. tergantung mana prioritas sih. *ucap rakyat jelata, ikn stop mbg stop rasanya bisa lebih cepat tergantung mana prioritas sih ucap rakyat jelata,"[""ikn"", ""stop"", ""mbg"", ""stop"", ""rasanya"", ""bisa"", ""lebih"", ""cepat"", ""tergantung"", ""mana"", ""prioritas"", ""sih"", ""ucap"", ""rakyat"", ""jelata""]","[""ikn"", ""stop"", ""mbg"", ""stop"", ""cepat"", ""tergantung"", ""prioritas"", ""rakyat"", ""jelata""]","[""cepat"", ""gantung"", ""ikn"", ""jelata"", ""prioritas"", ""rakyat"", ""stop"", ""stop""]",negatif
